,enemy_start,engagement_performance,final_outcome,friendly_start,strength_ratio,survival_rate,tech_advantage,time
20,1310.0,0.6666666666666666,1,1448.0,1.304255319148936,0.8466850828729282,0.5105,4
21,1736.0,0.5182926829268293,0,1916.0,0.5932400932400932,0.26565762004175364,-1.99,331
22,1529.0,0.8,1,1471.0,1.020969855832241,0.5295717199184229,-0.104,23
23,1557.0,1.625,1,1846.0,1.709577754891864,0.8992416034669556,1.3795,6
24,1426.0,0.6216216216216216,0,1385.0,0.9758139534883721,0.7574007220216606,-0.75325,19
25,1830.0,0.5428571428571428,0,1301.0,0.4879107253564786,0.6049192928516526,-2.078,89
26,1674.0,0.7783505154639175,1,1674.0,9.875,0.047192353643966546,-0.13125,229
27,1708.0,1.7,1,1077.0,0.8725296442687747,0.819870009285051,1.40375,8
28,1183.0,0.6908023483365949,1,1489.0,97.0,0.19543317662860982,-0.62425,287
29,1216.0,1.1176470588235294,1,1083.0,1.6581740976645436,0.7211449676823638,0.95325,11
30,1662.0,0.5269461077844312,0,1663.0,0.8590872698158527,0.645219482862297,-1.648,84
31,1790.0,1.2222222222222223,1,1123.0,5.597402597402597,0.383793410507569,1.0835,59
32,1477.0,1.25,1,1643.0,1.2970954356846474,0.9513085818624467,1.86,2
33,1841.0,0.6235294117647059,0,1296.0,0.4171597633136095,0.4351851851851852,-1.16425,45
34,1906.0,0.898936170212766,0,1761.0,0.001,0.0,0.02225,118
35,1317.0,0.5288461538461539,0,1629.0,1.1572379367720467,0.8538980969920197,-1.9745,52
36,1876.0,0.5441176470588235,0,1950.0,0.920995670995671,0.8728205128205129,-2.08775,34
37,1855.0,1.0,1,1942.0,1.3464746019711904,0.9145211122554068,1.74475,5
38,1916.0,0.717741935483871,0,1550.0,0.20304568527918782,0.07741935483870968,-0.714,70
39,1316.0,1.10989010989011,1,1165.0,24.105263157894736,0.3931330472103004,0.777,63
40,1210.0,1.25,1,1743.0,4.065671641791044,0.7814113597246127,1.16425,14
41,1436.0,1.1,1,1021.0,1.8526315789473684,0.34476003917727716,0.55075,34
42,1674.0,1.1284916201117319,1,1119.0,145.0,0.38873994638069703,1.213,126
43,1493.0,1.25,1,1528.0,1.7516087516087515,0.8907068062827225,2.13675,8
44,1335.0,0.5226586102719033,0,1413.0,0.6460513796384396,0.4805378627034678,-2.00675,167
45,1348.0,1.625,1,1406.0,2.6301369863013697,0.8193456614509246,2.03975,13
46,1986.0,1.2941176470588236,1,1023.0,0.7611374407582938,0.7849462365591398,2.497,12
47,1607.0,0.7192982456140351,1,1974.0,144.5,0.146403242147923,-0.4785,391
48,1542.0,1.4,1,1921.0,1.497893850042123,0.9255596043727226,1.4805,3
49,1865.0,2.0,1,1335.0,0.7642130460801915,0.9565543071161049,2.45625,1
50,1734.0,0.8,0,1571.0,0.8142458100558659,0.3711012094207511,-0.4955,47
51,1350.0,1.2272727272727273,1,1187.0,42.5,0.35804549283909015,0.6195,97
52,1078.0,1.4,1,1625.0,4.333333333333333,0.88,2.281,11
53,1015.0,1.2,1,1527.0,4.118181818181818,0.8899803536345776,1.81525,10
54,1097.0,0.5053892215568863,0,1676.0,0.7817319098457889,0.3931980906921241,-2.288,418
55,1487.0,0.7142857142857143,0,1242.0,0.8054982817869416,0.9436392914653784,-2.26,3
56,1983.0,0.5454545454545454,0,1727.0,0.7627482555018786,0.8228141285466126,-1.98825,33
57,1158.0,2.0,1,1044.0,1.0563063063063063,0.8984674329501916,1.42525,2
58,1788.0,0.6285714285714286,0,1063.0,0.36657303370786515,0.49106302916274697,-0.75675,18
59,1731.0,1.4545454545454546,1,1655.0,1.3653663177925786,0.8670694864048338,1.71175,8
60,1527.0,0.5934065934065934,0,1772.0,0.1582952815829528,0.05869074492099323,-1.27475,144
61,1875.0,1.4705882352941178,1,1652.0,1.5005500550055006,0.8256658595641646,1.8165,13
62,1836.0,1.6666666666666667,1,1287.0,0.9291736930860034,0.8562548562548562,1.87475,7
63,1296.0,2.0,1,1019.0,0.873087308730873,0.9519136408243376,1.96375,1
64,1533.0,1.0769230769230769,1,1287.0,8.454545454545455,0.3613053613053613,0.711,62
65,1588.0,0.75,0,1258.0,0.8106761565836299,0.9054054054054054,-0.838,6
66,1065.0,1.25,1,1001.0,2.3264705882352943,0.7902097902097902,1.77025,11
67,1919.0,2.0,1,1572.0,1.0136396267049534,0.8982188295165394,1.46275,5
68,1166.0,1.25,1,1288.0,2.8481675392670156,0.84472049689441,1.91275,11
69,1018.0,0.657608695652174,1,1512.0,132.0,0.0873015873015873,-0.89125,304
70,1304.0,0.5146699266503667,0,1895.0,1.0589595375722543,0.48337730870712403,-2.34325,412
71,1016.0,1.4,1,1558.0,2.142857142857143,0.9146341463414634,-0.016,3
72,1759.0,0.9090909090909091,1,1935.0,1.3801452784503632,0.8837209302325582,0.98025,6
73,1699.0,0.56,0,1045.0,0.40618828176431865,0.5904306220095694,-1.37925,38
74,1882.0,1.1428571428571428,1,1677.0,2.0716911764705883,0.6720333929636255,1.3775,24
75,1056.0,0.5340909090909091,0,1613.0,1.5300859598853869,0.662120272783633,-1.9805,89
76,1792.0,0.8762541806020067,1,1824.0,25.083333333333332,0.1650219298245614,-0.075,186
77,1533.0,1.4375,1,1885.0,2.476407914764079,0.863129973474801,1.98375,12
78,1169.0,0.5303030303030303,0,1470.0,1.0816104461371054,0.6761904761904762,-1.89075,100
79,1854.0,1.1176470588235294,1,1927.0,1.6727272727272726,0.8593668915412558,1.61,11
80,1535.0,1.3478260869565217,1,1611.0,2.96137339055794,0.8566108007448789,2.28075,17
81,1878.0,1.1428571428571428,1,1202.0,0.8153580672993961,0.7861896838602329,1.1025,9
82,1015.0,0.6703786191536748,1,1604.0,21.555555555555557,0.12094763092269327,-0.7735,249
83,1366.0,0.5892857142857143,0,1272.0,0.15711947626841244,0.07547169811320754,-1.09375,88
84,1985.0,0.5,0,1955.0,0.9425168306576903,0.9309462915601023,-1.789,30
85,1179.0,0.7045454545454546,0,1070.0,0.34990791896869244,0.17757009345794392,-0.7515,49
86,1752.0,1.25,1,1148.0,0.8528015194681862,0.7822299651567944,1.7785,8
87,1496.0,1.2,1,1231.0,1.3657534246575342,0.809910641754671,1.59,10
88,1935.0,1.5,1,1186.0,0.7253333333333334,0.9173693086003373,2.16225,4
89,1567.0,1.25,1,1535.0,1.1384136858475895,0.9537459283387623,2.43025,2
90,1617.0,0.589041095890411,0,1890.0,0.9799196787148594,0.3873015873015873,-1.3905,115
91,1125.0,1.0,1,1364.0,2.3447488584474887,0.7529325513196481,0.594,11
92,1213.0,0.8585365853658536,1,1554.0,97.75,0.2516087516087516,0.08025,126
93,1622.0,0.5119047619047619,0,1142.0,0.38204924543288327,0.4211908931698774,-1.846,126
94,1418.0,0.926605504587156,1,1121.0,2.0416666666666665,0.1311329170383586,0.23325,69
95,1339.0,0.7142857142857143,1,1255.0,1.1512195121951219,0.9402390438247012,1.5395,3
96,1962.0,1.292857142857143,1,1311.0,19.318181818181817,0.32418001525553014,0.83775,106
97,1889.0,1.0223642172523961,1,1357.0,322.0,0.23728813559322035,0.4845,210
98,1592.0,0.509493670886076,0,1482.0,0.749665327978581,0.7557354925775979,-2.47375,158
99,1710.0,0.5,0,1202.0,0.6207951070336392,0.8444259567387687,-1.7585,16
100,1453.0,0.5357142857142857,0,1641.0,0.9417946645109135,0.7099329677026204,-1.23275,42
101,1455.0,0.851063829787234,0,1356.0,0.26519337016574585,0.07079646017699115,-0.477,57
102,1096.0,0.92,1,1331.0,2.1347517730496453,0.4522915101427498,-0.29125,31
103,1147.0,1.0526315789473684,1,1121.0,2.324607329842932,0.792149866190901,1.46975,12
104,1086.0,1.5,1,1172.0,1.5966514459665144,0.8950511945392492,1.8395,4
105,1116.0,0.7349397590361446,0,1013.0,0.2109704641350211,0.049358341559723594,-0.205,47
106,1329.0,1.4,1,1628.0,1.2681614349775785,0.8685503685503686,0.63475,3
107,1448.0,1.3571428571428572,1,1310.0,1.6231231231231231,0.8251908396946565,1.8235,10
108,1275.0,0.6875,1,1777.0,1.7250755287009063,0.321328081035453,-0.62725,62
109,1988.0,1.4285714285714286,1,1667.0,1.35437430786268,0.7336532693461307,0.856,16
110,1227.0,1.1818181818181819,1,1518.0,2.0172684458398744,0.8465085638998683,1.21575,7
111,1179.0,0.6732673267326733,0,1502.0,0.8,0.010652463382157125,-0.4725,168
112,1422.0,2.0,1,1531.0,1.2570212765957447,0.9647289353363815,1.33475,2
113,1538.0,1.2342657342657342,1,1330.0,443.0,0.3330827067669173,0.68625,212
114,1079.0,1.0769230769230769,1,1922.0,3.426829268292683,0.8772112382934444,0.7985,8
115,1766.0,0.95,1,1078.0,0.7777777777777778,0.37662337662337664,0.758,25
116,1298.0,0.5818181818181818,0,1064.0,0.6534260178748759,0.618421052631579,-1.4435,28
117,1761.0,0.5652173913043478,0,1643.0,0.8762886597938144,0.8794887401095557,-1.72075,11
118,1689.0,1.1428571428571428,1,1458.0,1.0813475760065736,0.9026063100137174,1.65025,4
119,1224.0,1.2547770700636942,1,1049.0,328.0,0.3126787416587226,0.812,117
120,1328.0,0.6,0,1261.0,0.9620811287477954,0.8651863600317209,-1.7055,15
121,1826.0,0.5862068965517241,0,1440.0,0.5261075949367089,0.4618055555555556,-1.2505,45
122,1473.0,0.7746478873239436,1,1437.0,41.0,0.05706332637439109,-0.3445,293
123,1064.0,2.0,1,1599.0,2.1319444444444446,0.9599749843652282,2.2285,3
124,1294.0,1.1,1,1704.0,1.9274809160305344,0.8890845070422535,1.4845,6
125,1765.0,1.3181818181818181,1,1487.0,1.5254237288135593,0.7262945527908541,1.10975,16
126,1412.0,1.0,1,1115.0,0.8424878836833603,0.9354260089686098,1.01875,1
127,1716.0,1.3571428571428572,1,1343.0,1.3191244239631337,0.8525688756515264,1.97025,10
128,1325.0,0.5608108108108109,0,1837.0,1.2414634146341463,0.5541643984757757,-1.40175,76
129,1957.0,0.7857142857142857,0,1465.0,0.35241502683363146,0.13447098976109215,0.02025,49
130,1731.0,1.3333333333333333,1,1056.0,0.7467018469656992,0.8039772727272727,1.5075,6
131,1573.0,0.5804878048780487,0,1677.0,0.27677100494233936,0.1001788908765653,-1.108,107
132,1839.0,0.631578947368421,0,1461.0,0.4984783931832015,0.5605749486652978,-1.2835,30
133,1891.0,1.4,1,1079.0,0.9109730848861284,0.8155699721964782,2.44325,11
134,1245.0,0.9602888086642599,1,1493.0,300.0,0.40187541862022774,0.28225,180
135,1065.0,0.5657894736842105,0,1469.0,0.8576779026217228,0.15588835942818244,-1.05,118
136,1595.0,1.25,1,1028.0,0.7512953367875648,0.7052529182879378,0.47225,8
137,1612.0,1.03125,1,1329.0,9.563636363636364,0.39578630549285176,0.83125,64
138,1741.0,0.7727272727272727,0,1008.0,0.45686619718309857,0.5148809523809523,0.0485,12
139,1341.0,0.8,1,1722.0,2.225092250922509,0.7003484320557491,0.48725,14
140,1604.0,1.7857142857142858,1,1059.0,1.2451994091580503,0.7960339943342776,2.189,12
141,1404.0,0.5227963525835866,0,1536.0,0.5349462365591398,0.388671875,-1.99725,166
142,1124.0,0.8571428571428571,1,1157.0,2.561111111111111,0.7968885047536733,1.6385,12
143,1175.0,0.6403940886699507,1,1937.0,2.5677966101694913,0.3128549303045947,-1.08875,110
144,1081.0,1.1818181818181819,1,1252.0,1.6533333333333333,0.792332268370607,0.80425,7
145,1928.0,0.5294117647058824,0,1575.0,0.7807606263982103,0.8863492063492063,-2.10525,25
146,1849.0,0.51875,0,1058.0,0.3602556653108658,0.5860113421550095,-1.88625,80
147,1505.0,0.6469248291571754,0,1826.0,0.06666666666666667,0.002738225629791895,-0.87875,240
148,1502.0,0.8050847457627118,1,1945.0,3.1261682242990654,0.34395886889460153,-0.34775,70
149,1259.0,0.8484848484848485,0,1277.0,0.6436781609195402,0.08770555990602975,-0.16575,60
150,1967.0,1.76,1,1596.0,1.9378068739770868,0.7418546365914787,1.674,22
151,1649.0,0.5294117647058824,0,1177.0,0.4072398190045249,0.45879354290569246,-1.58375,51
152,1629.0,0.5328467153284672,0,1825.0,0.7033762057877814,0.4794520547945205,-1.9885,209
153,1586.0,1.6666666666666667,1,1913.0,2.811036789297659,0.8787245164662834,2.312,15
154,1474.0,1.0689655172413792,1,1435.0,12.0,0.267595818815331,0.52075,79
155,1078.0,0.5266272189349113,0,1549.0,1.0697940503432495,0.6036152356358941,-1.94525,85
156,1417.0,0.5211267605633803,0,1227.0,0.7492063492063492,0.7693561532192339,-1.7595,35
157,1721.0,0.5,0,1330.0,0.7406716417910447,0.8954887218045112,-1.75975,38
158,1915.0,0.5358361774744027,0,1676.0,0.4060795011691348,0.31085918854415273,-1.66575,149
159,1255.0,1.1428571428571428,1,1963.0,2.2271634615384617,0.9439633214467652,2.1615,4
160,1859.0,1.0,1,1773.0,1.1263227513227514,0.9605188945290468,2.23325,3
161,1080.0,1.4375,1,1055.0,2.4984709480122325,0.7744075829383886,1.27175,12
162,1870.0,0.8310344827586207,1,1704.0,3.5,0.04518779342723005,-0.0965,176
163,1087.0,1.4545454545454546,1,1725.0,3.240663900414938,0.9055072463768116,2.17975,8
164,1117.0,0.5,1,1487.0,1.423679060665362,0.9784801613987895,0.98075,0
165,1935.0,1.0625,1,1303.0,1.0338664158043274,0.8434382194934766,1.82025,10
166,1386.0,1.0,1,1405.0,2.5320754716981133,0.47758007117437723,0.532,31
167,1847.0,1.7857142857142858,1,1928.0,1.8223463687150838,0.845954356846473,1.783,12
168,1644.0,0.723404255319149,0,1197.0,0.6130903065451533,0.6182121971595655,-0.9595,26
169,1894.0,0.9854545454545455,1,1591.0,2.2,0.013827781269641735,0.2535,181
170,1415.0,1.4,1,1406.0,2.0259067357512954,0.8342816500711238,1.777,11
171,1978.0,2.0,1,1553.0,0.8367003367003367,0.9600772698003863,1.0675,1
172,1930.0,0.5272727272727272,0,1473.0,0.5344051446945337,0.5641547861507128,-1.94025,139
173,1596.0,1.0769230769230769,1,1863.0,1.7792494481236203,0.8652710681696189,1.52225,8
174,1787.0,1.0,1,1103.0,1.2131979695431472,0.6500453309156845,1.68175,17
175,1925.0,1.25,1,1299.0,0.8151558073654391,0.8860662047729022,1.98725,5
176,1243.0,0.5145631067961165,0,1184.0,0.5958498023715415,0.5092905405405406,-1.98575,103
177,1490.0,0.5416666666666666,0,1577.0,0.9337568058076225,0.6525047558655676,-1.89375,110
178,1738.0,1.3478260869565217,1,1358.0,1.8989169675090252,0.7746686303387335,2.2575,17
179,1517.0,0.9428571428571428,1,1522.0,29.615384615384617,0.25295663600525625,0.13225,135
180,1031.0,1.0,1,1416.0,2.3620309050772628,0.7556497175141242,0.83175,11
181,1551.0,0.9090909090909091,1,1162.0,1.5393939393939393,0.6557659208261618,1.13275,20
182,1317.0,0.7727272727272727,1,1814.0,1.6536697247706422,0.794928335170893,-0.6465,12
183,1075.0,1.4375,1,1833.0,5.231012658227848,0.9018003273322422,1.8365,12
184,1326.0,0.5067264573991032,0,1136.0,0.5983899821109123,0.5889084507042254,-2.372,111
185,1180.0,0.51171875,0,1337.0,0.6368260427263479,0.4682124158563949,-2.26325,257
186,1320.0,0.6666666666666666,1,1695.0,2.1862284820031297,0.824188790560472,0.56625,9
187,1301.0,0.9404255319148936,1,1689.0,493.0,0.29188869153345176,0.139,151
188,1663.0,0.9736842105263158,0,1469.0,0.6538839724680433,0.45268890401633766,-0.40875,24
189,1054.0,0.9396551724137931,1,1119.0,31.90909090909091,0.3136729222520107,0.39725,74
190,1378.0,0.9,1,1438.0,1.8359683794466404,0.6460361613351877,0.586,18
191,1649.0,0.62,0,1878.0,1.0157756354075373,0.6171458998935038,-1.2115,53
192,1990.0,1.25,1,1349.0,0.7466275659824047,0.9436619718309859,1.2445,2
193,1610.0,1.015625,1,1102.0,11.666666666666666,0.03176043557168784,0.3455,214
194,1651.0,0.9834710743801653,1,1390.0,1.2241379310344827,0.10215827338129496,0.13375,79
195,1251.0,0.6388888888888888,0,1112.0,0.45518453427065025,0.2329136690647482,-1.036,58
196,1696.0,0.6363636363636364,0,1074.0,0.5305422100205902,0.7197392923649907,-1.70875,29
197,1527.0,0.8627450980392157,0,1524.0,0.46153846153846156,0.023622047244094488,-0.05375,94
198,1555.0,1.0,1,1101.0,1.1929078014184398,0.7638510445049954,1.61825,11
199,1671.0,0.51125,0,1794.0,0.6828644501278772,0.44648829431438125,-2.375,402
200,1328.0,0.8847583643122676,1,1769.0,387.0,0.21876766534765404,0.13975,168
201,1009.0,1.7,1,1951.0,3.9477272727272728,0.8903126601742696,1.07625,8
202,1252.0,0.9028571428571428,1,1355.0,45.0,0.033210332103321034,0.02975,221
203,1395.0,1.1209302325581396,1,1807.0,780.0,0.4316546762589928,0.52425,151
204,1603.0,1.1176470588235294,1,1529.0,1.0086124401913876,0.6893394375408763,0.19475,11
205,1570.0,1.7,1,1199.0,1.7870182555780934,0.7347789824854045,1.64125,17
206,1204.0,0.6023926812104152,0,1978.0,1.0,0.0005055611729019212,-1.1,758
207,1820.0,0.8,0,1477.0,0.7770219198790628,0.6960054163845633,-0.3105,8
208,1484.0,0.5319148936170213,0,1244.0,0.5394833948339484,0.587620578778135,-1.9775,71
209,1085.0,2.0,1,1657.0,1.803370786516854,0.9686179843089922,2.207,1
210,1913.0,0.8549618320610687,0,1507.0,0.2177650429799427,0.050431320504313204,-0.278,80
211,1612.0,0.6666666666666666,0,1005.0,0.2754424778761062,0.24776119402985075,-0.227,24
212,1943.0,0.8652173913043478,0,1907.0,0.21428571428571427,0.007865757734661772,-0.1515,142
213,1784.0,0.9411764705882353,0,1263.0,0.4399441340782123,0.2494061757719715,-0.12025,32
214,1611.0,0.7916666666666666,0,1231.0,0.043010752688172046,0.006498781478472786,-0.157,85
215,1286.0,0.5306122448979592,0,1809.0,1.3125512715340444,0.8844665561083471,-1.83775,24
216,1126.0,0.5652173913043478,0,1513.0,1.2336354481369587,0.8096497025776602,-1.60875,23
217,1227.0,0.5813253012048193,0,1825.0,0.8465753424657534,0.16931506849315067,-1.3935,174
218,1425.0,0.813953488372093,0,1204.0,0.486228813559322,0.3812292358803987,-0.249,25
219,1041.0,0.5611285266457681,0,1874.0,1.423913043478261,0.2097118463180363,-1.56725,165
220,1623.0,2.0,1,1445.0,0.9340804218852999,0.9806228373702423,1.841,0
221,1764.0,1.0,1,1414.0,1.142723880597015,0.8663366336633663,0.73025,7
222,1461.0,1.7,1,1581.0,1.8079896907216495,0.8874130297280203,1.91975,8
223,1137.0,0.5428571428571428,0,1301.0,0.9825072886297376,0.7770945426594927,-1.69075,53
224,1990.0,1.0769230769230769,1,1508.0,1.4839537869062902,0.76657824933687,1.947,17
225,1991.0,1.7142857142857142,1,1380.0,1.513623978201635,0.8050724637681159,2.393,18
226,1536.0,0.5737704918032787,0,1883.0,0.8069444444444445,0.30855018587360594,-1.0765,95
227,1986.0,1.368421052631579,1,1457.0,1.243688254665203,0.7776252573781743,1.4865,14
228,1408.0,0.603448275862069,0,1229.0,0.33572895277207393,0.2660699755899105,-1.37825,61
229,1181.0,0.5849056603773585,0,1140.0,0.9696,0.531578947368421,-0.8595,27
230,1994.0,0.5333333333333333,0,1391.0,0.5022396416573348,0.6448598130841121,-1.08075,22
231,1721.0,1.0,1,1938.0,1.714686623012161,0.9458204334365325,2.48525,7
232,1018.0,1.4,1,1464.0,1.8958031837916063,0.894808743169399,1.16075,3
233,1976.0,1.1818181818181819,1,1218.0,0.7874806800618238,0.8366174055829229,1.54925,7
234,1084.0,1.2105263157894737,1,1180.0,2.8885245901639345,0.7466101694915255,1.06525,13
235,1198.0,0.875,1,1766.0,2.04,0.9241223103057757,0.93225,4
236,1877.0,1.4,1,1761.0,1.3191140278917146,0.9131175468483816,2.05325,7
237,1166.0,0.708029197080292,1,1510.0,1.6372549019607843,0.22119205298013245,-0.6325,77
238,1246.0,0.6363636363636364,1,1955.0,2.2155591572123177,0.69923273657289,-0.3685,23
239,1359.0,2.0,1,1369.0,1.128781331028522,0.9539810080350621,2.02325,1
240,1719.0,0.5,0,1288.0,0.7227781047675103,0.953416149068323,-1.77275,9
241,1536.0,2.0,1,1916.0,1.4158805031446542,0.9399791231732777,0.93575,2
242,1060.0,0.9285714285714286,1,1850.0,2.1973490427098676,0.8064864864864865,0.389,8
243,1245.0,0.723404255319149,1,1729.0,2.5116959064327484,0.496818970503181,-0.61175,53
244,1017.0,0.75,0,1205.0,1.3333333333333333,0.2091286307053942,-0.822,69
245,1053.0,0.5789473684210527,0,1045.0,0.8470705064548163,0.816267942583732,-0.467,9
246,1366.0,0.9565217391304348,1,1391.0,142.5,0.2048885693745507,0.08275,179
247,1956.0,0.6,0,1762.0,0.750817527795945,0.6515323496027242,-0.42825,23
248,1639.0,0.5109489051094891,0,1090.0,0.4017155110793424,0.5155963302752293,-2.038,68
249,1422.0,1.2222222222222223,1,1326.0,2.1782178217821784,0.6636500754147813,1.00725,19
250,1292.0,0.782608695652174,1,1641.0,111.6,0.340036563071298,-0.3845,245
251,1813.0,1.5,1,1133.0,1.2321428571428572,0.7917034421888791,2.466,14
252,1717.0,0.8442622950819673,1,1967.0,37.1875,0.302491103202847,0.0115,149
253,1428.0,0.5428571428571428,0,1403.0,0.5787187839305103,0.3799002138275125,-1.4225,71
254,1051.0,1.0,1,1664.0,4.310144927536232,0.8936298076923077,1.98275,11
255,1155.0,1.4,1,1729.0,2.074168797953964,0.9381145170618855,2.0965,3
256,1844.0,1.1219512195121952,1,1542.0,7.639344262295082,0.3022049286640726,0.64775,86
257,1664.0,1.198019801980198,1,1704.0,11.1,0.3908450704225352,0.7225,73
258,1094.0,1.1818181818181819,1,1831.0,2.9981718464351004,0.8956854178044784,1.742,7
259,1017.0,2.0,1,1829.0,2.5238095238095237,0.9272826681246583,0.8445,3
260,1945.0,1.6666666666666667,1,1602.0,2.237201365187713,0.8183520599250936,2.28275,23
261,1313.0,0.5428571428571428,0,1463.0,0.25267993874425726,0.11278195488721804,-1.92675,233
262,1479.0,1.2857142857142858,1,1245.0,2.0835117773019274,0.7815261044176707,1.68525,15
263,1070.0,1.4,1,1269.0,1.7578288100208768,0.6635145784081954,0.636,11
264,1894.0,0.545,0,1023.0,0.3296296296296296,0.5219941348973607,-1.99175,102
265,1489.0,0.8,1,1056.0,0.9250253292806484,0.8645833333333334,2.1255,5
266,1880.0,0.5199115044247787,0,1919.0,0.6626984126984127,0.522146951537259,-2.20675,228
267,1417.0,0.6153846153846154,0,1139.0,0.5211822660098522,0.46444249341527655,-0.55475,27
268,1795.0,0.6308724832214765,0,1767.0,0.4246575342465753,0.15789473684210525,-0.799,80
269,1223.0,0.5703125,0,1633.0,1.3661417322834646,0.6374770361298224,-1.5545,66
270,1817.0,0.6363636363636364,0,1511.0,0.7917133258678611,0.46790205162144277,-0.8685,41
271,1147.0,0.8181818181818182,1,1167.0,1.1133200795228628,0.47986289631533846,-0.074,19
272,1152.0,1.625,1,1689.0,2.4292604501607715,0.8946121965660154,1.181,6
273,1315.0,1.4,1,1022.0,0.975557917109458,0.898238747553816,1.04825,3
274,1903.0,0.875,0,1361.0,0.470404984423676,0.221895664952241,-0.0505,39
275,1393.0,1.5,1,1784.0,1.7294484911550467,0.9316143497757847,2.13475,4
276,1136.0,1.2,1,1254.0,2.193058568329718,0.80622009569378,1.0025,10
277,1895.0,0.875,0,1478.0,0.7856719952634695,0.8978349120433018,-0.51125,4
278,1401.0,0.7560975609756098,0,1227.0,0.27631578947368424,0.017114914425427872,-0.0635,95
279,1817.0,1.5263157894736843,1,1676.0,1.840381991814461,0.8048926014319809,1.784,15
280,1004.0,0.9426229508196722,1,1240.0,59.333333333333336,0.2870967741935484,0.383,78
281,1066.0,0.7971014492753623,1,1448.0,16.533333333333335,0.1712707182320442,-0.29275,123
282,1029.0,0.9032258064516129,1,1645.0,26.178571428571427,0.44559270516717325,0.16075,58
283,1603.0,2.0,1,1099.0,0.900728597449909,0.899909008189263,2.46775,5
284,1640.0,1.0,0,1030.0,0.6109979633401222,0.8737864077669902,0.2385,1
285,1210.0,1.3571428571428572,1,1701.0,3.06875,0.8659611992945326,1.23775,10
286,1061.0,1.4375,1,1363.0,3.192429022082019,0.7424798239178283,0.44875,12
287,1926.0,1.375,1,1047.0,0.9843971631205674,0.6628462273161414,1.86875,18
288,1277.0,0.5211267605633803,0,1643.0,1.0411081322609472,0.7090687766281193,-1.93325,107
289,1859.0,1.3333333333333333,1,1931.0,1.3717357910906298,0.9249093733816676,1.93225,6
290,1447.0,0.5627009646302251,0,1619.0,0.4648956356736243,0.15132798023471278,-1.4555,161
291,1093.0,0.5140591204037491,0,1897.0,0.20930232558139536,0.037954665260938325,-2.10825,699
292,1583.0,0.5,0,1044.0,0.6475047378395452,0.9818007662835249,-2.328,44
293,1663.0,0.5391304347826087,0,1390.0,0.5992565055762081,0.5798561151079137,-1.61775,58
294,1881.0,0.5400593471810089,0,1620.0,0.6041152263374485,0.45308641975308644,-2.00575,172
295,1334.0,1.0,0,1054.0,0.6268456375838927,0.4430740037950664,-0.129,15
296,1362.0,1.0,1,1603.0,1.4290123456790123,0.8665003119151591,0.806,5
297,1109.0,0.508955223880597,0,1899.0,0.6830265848670757,0.17588204318062137,-2.32125,673
298,1087.0,0.9591836734693877,1,1447.0,314.0,0.4340013821700069,0.514,127
299,1162.0,0.6571428571428571,1,1816.0,269.5,0.29680616740088106,-0.851,405
300,1797.0,0.603448275862069,0,1417.0,0.48148148148148145,0.44954128440366975,-0.44925,30
301,1140.0,0.5,0,1665.0,1.4833641404805915,0.963963963963964,-1.8835,6
302,1082.0,0.723404255319149,1,1862.0,3.1319261213720315,0.6374865735767992,-0.013,26
303,1054.0,1.25,1,1435.0,2.782477341389728,0.6418118466898954,0.42,17
304,1234.0,0.5226130653266332,0,1428.0,0.8596134282807731,0.5917366946778712,-1.92525,100
