date,Gold Price,USD GBP,US 10 Year Bond Price,VIX,S&P500,returns
2000-02-10,273.45,0.6824,94.177,21.23,1416.829956,-0.02119229903507375
2000-02-11,264.75,0.6920000000000001,94.262,23.92,1387.119995,0.0020308866457530157
2000-02-14,308.15,0.6297,93.446,24.38,1389.939941,0.008674947967946833
2000-02-15,301.75,0.6266,93.448,22.92,1402.050049,-0.010309372899859285
2000-02-16,302.5,0.622,93.455,23.51,1387.670044,0.0004250582668915065
2000-02-17,300.5,0.6215,93.43299999999999,23.17,1388.26001,-0.03084710311702994
2000-02-18,305.0,0.6245,93.51100000000001,26.0,1346.089966,0.0045066733880709895
2000-02-22,304.4,0.6201,93.639,25.86,1352.170044,0.006281138767331648
2000-02-23,300.0,0.6235,93.57799999999999,23.89,1360.689941,-0.0053497298041060405
2000-02-24,298.5,0.6249,93.635,24.38,1353.430054,-0.014940089862679742
2000-02-25,292.6,0.6268,93.67399999999999,25.2,1333.359985,0.010957079137145902
2000-02-28,291.75,0.6266,93.57799999999999,24.68,1348.050049,0.013535073009169125
2000-02-29,292.2,0.6332,93.59100000000001,23.37,1366.420044,0.009302114393902527
2000-03-01,289.0,0.6112,93.40799999999999,24.21,1379.189941,0.0018617285991713239
2000-03-02,287.45,0.6261,93.51100000000001,22.01,1381.76001,0.019642853666569128
2000-03-03,288.8,0.6338,93.61200000000001,19.21,1409.170044,-0.012776702246402047
2000-03-06,278.25,0.6404,93.59899999999999,31.63,1391.280029,-0.025965296993352604
2000-03-07,288.35,0.6607,94.01100000000001,19.83,1355.619995,0.008140128567621025
2000-03-08,273.95,0.6677,94.04799999999999,19.99,1366.699951,0.025279570239353916
2000-03-09,273.95,0.6677,94.04799999999999,19.99,1401.689941,-0.004734054857058751
2000-03-10,272.25,0.6851,94.133,21.85,1395.069946,-0.00824130511062308
2000-03-13,290.7,0.6332,93.63,22.85,1383.619995,-0.01784372739536786
2000-03-14,288.88,0.6339,93.708,24.41,1359.150024,0.023982620330215323
2000-03-15,288.85,0.6357,93.709,22.34,1392.140015,0.046545778810069265
2000-03-16,286.5,0.6347,93.755,20.77,1458.469971,0.004105461313925182
2000-03-17,284.6,0.635,93.806,22.37,1464.469971,-0.005367830535901996
2000-03-20,286.88,0.6374,93.81700000000001,22.96,1456.630005,0.025244512921599203
2000-03-21,289.63,0.6363,93.865,21.7,1493.869995,0.004521628922182035
2000-03-22,287.88,0.6331,93.88799999999999,21.49,1500.640015,0.01764249808132487
2000-03-23,286.28,0.6299,93.92200000000001,22.26,1527.349976,7.200775322576024e-05
2000-03-24,285.0,0.6273,93.809,23.31,1527.459961,-0.002359619924518039
2000-03-27,280.3,0.6296,93.815,24.53,1523.859985,-0.010641384486793396
2000-03-28,279.4,0.6292,93.84899999999999,24.86,1507.72998,0.0005238557931651774
2000-03-29,276.4,0.6275,93.853,24.1,1508.52002,-0.013749849894414365
2000-03-30,276.75,0.6269,93.945,25.47,1487.920044,0.0071387626122688145
2000-03-31,279.08,0.6285,93.99600000000001,24.11,1498.579956,0.004919225895387654
2000-04-03,310.3,0.6282,93.45100000000001,21.54,1505.969971,-0.007491614458761059
2000-04-04,284.45,0.6277,94.105,27.12,1494.72998,-0.004936118846247168
2000-04-05,279.95,0.6486,93.573,30.77,1487.369995,0.009348563711455692
2000-04-06,279.95,0.6486,93.573,30.77,1501.339966,0.009948095448238537
2000-04-07,288.05,0.66,93.573,30.77,1516.349976,-0.007872111552905518
2000-04-10,270.75,0.6851,94.11399999999999,21.54,1504.459961,-0.0025756624571874895
2000-04-11,270.75,0.6851,94.11399999999999,21.54,1500.589966,-0.02252293625788153
2000-04-12,271.2,0.6890000000000001,94.449,27.78,1467.170044,-0.01833818069623208
2000-04-13,281.6,0.6303,94.094,29.4,1440.51001,-0.06004509738525511
2000-04-14,282.6,0.63,94.15,33.49,1356.560059,0.032548110223989145
2000-04-17,281.38,0.6326,93.962,28.95,1401.439941,0.028260296846716895
2000-04-18,281.3,0.634,93.941,26.12,1441.609985,-0.009856907930093977
2000-04-19,280.7,0.6319,94.008,27.02,1427.469971,0.004940641267465893
2000-04-20,280.0,0.6331,94.006,25.85,1434.540039,-0.0032677406265218777
2000-04-24,279.8,0.6333,93.98299999999999,27.37,1429.859985,0.03273429351189357
2000-04-25,278.4,0.6322,93.87200000000001,25.24,1477.439941,-0.011196539129050274
2000-04-26,275.88,0.6346,93.87,26.97,1460.98999,0.0026863822317270713
2000-04-27,277.05,0.6361,93.777,26.19,1464.920044,-0.00856261051461573
2000-04-28,273.55,0.6444,93.788,26.2,1452.430054,0.010833162429884175
2000-05-01,280.0,0.6088,93.406,26.41,1468.25,-0.01506953157614174
2000-05-02,280.0,0.6088,93.406,26.41,1446.290039,-0.02180150082809374
2000-05-03,280.0,0.6088,93.406,26.41,1415.099976,-0.003915527985884044
2000-05-04,281.5,0.6312,94.12799999999999,28.41,1409.569946,0.016227264385198458
2000-05-05,278.95,0.6533,93.495,27.53,1432.630005,-0.005922700633593664
2000-05-08,284.25,0.6634,94.016,21.16,1424.170044,-0.008482923862157756
2000-05-09,275.55,0.6873,94.311,19.82,1412.140015,-0.020815054171820457
2000-05-10,269.65,0.6926,94.148,21.03,1383.050049,0.017744106609446995
2000-05-11,269.65,0.6926,94.148,21.03,1407.810059,0.00929732472437733
2000-05-12,270.55,0.6985,94.58200000000001,24.99,1420.959961,0.021857137146534835
2000-05-15,275.45,0.6642,93.554,24.86,1452.359985,0.009375105595749042
2000-05-16,275.65,0.6697,93.57600000000001,24.34,1466.040039,-0.012519718102749832
2000-05-17,273.35,0.6679999999999999,93.50399999999999,23.98,1447.800049,-0.007341489650408539
2000-05-18,273.35,0.6739,93.46,23.96,1437.209961,-0.021279500999946133
2000-05-19,274.25,0.6724,93.506,25.44,1406.949951,-0.004437836638716421
2000-05-22,275.65,0.6699,93.561,26.0,1400.719971,-0.01936208402694132
2000-05-23,274.25,0.677,93.565,25.87,1373.859985,0.01816918447726594
2000-05-24,273.55,0.6779,93.53,24.32,1399.050049,-0.012609113111525103
2000-05-25,270.3,0.6802,93.60600000000001,24.58,1381.52002,-0.0025366559832667272
2000-05-26,272.25,0.6711,93.669,24.47,1378.02002,0.03173300178028174
2000-05-30,273.2,0.6679999999999999,93.624,23.62,1422.449951,-0.0013014018807981258
2000-05-31,272.1,0.6661,93.728,23.65,1420.599976,0.019663269862961644
2000-06-01,281.1,0.607,93.476,25.73,1448.810059,0.019446456774673097
2000-06-02,281.1,0.607,93.476,25.73,1477.26001,-0.006540169090815658
2000-06-05,280.5,0.6323,94.066,27.15,1467.630005,-0.00669299336063423
2000-06-06,289.0,0.6543,93.87799999999999,23.05,1457.839966,0.009231268084487888
2000-06-07,283.65,0.6634,93.95200000000001,20.94,1471.359985,-0.006607485200274939
2000-06-08,283.65,0.6634,93.95200000000001,20.94,1461.670044,-0.003234471855290778
2000-06-09,274.45,0.6961,94.27600000000001,20.79,1456.949951,-0.007544052165836501
2000-06-12,274.75,0.6925,94.67399999999999,25.07,1446.0,0.01608021194097651
2000-06-13,285.75,0.6637,93.884,21.67,1469.439941,0.0007483711173728254
2000-06-14,291.75,0.6671,93.959,21.48,1470.540039,0.005553890962352817
2000-06-15,289.85,0.6614,93.95,20.68,1478.72998,-0.009697050551745103
2000-06-16,289.25,0.6599,94.029,20.5,1464.459961,0.014601399090037267
2000-06-19,286.25,0.6616,94.001,20.63,1486.0,-0.006786129228779428
2000-06-20,286.15,0.6585,93.98,20.88,1475.949951,0.0021522634073619976
2000-06-21,286.15,0.667,93.887,20.61,1479.130005,-0.018388167627191084
2000-06-22,285.65,0.6612,93.896,22.0,1452.180054,-0.007395563157869838
2000-06-23,283.15,0.6662,93.815,22.34,1441.47998,0.009548627201078753
2000-06-26,284.0,0.6679999999999999,93.898,22.45,1455.310059,-0.003276148252550277
2000-06-27,286.05,0.6635,93.915,21.8,1450.550049,0.0029393158747584606
2000-06-28,292.65,0.6609,93.9,20.29,1454.819946,-0.00858067411966008
2000-06-29,289.25,0.6584,93.973,19.7,1442.390015,0.008429461846205986
2000-06-30,289.53,0.6594,93.969,19.54,1454.599976,0.010218520949274001
2000-07-03,293.25,0.6328,93.62700000000001,24.31,1469.540039,-0.015989296454886802
2000-07-05,280.0,0.6331,94.147,24.39,1446.22998,0.007192882238861323
2000-07-06,286.7,0.6569,93.859,22.48,1456.670044,0.015145545446693704
2000-07-07,283.65,0.6606,93.999,19.22,1478.900024,-0.0022203473501184873
2000-07-10,273.8,0.6954,94.24799999999999,19.42,1475.619995,0.0035582719769180187
2000-07-11,264.45,0.6979,94.134,24.91,1480.880005,0.008097454159042347
2000-07-12,273.85,0.6926,94.691,25.34,1492.920044,0.001953936026458771
2000-07-13,280.25,0.6652,93.995,20.03,1495.839966,0.00940849322963107
2000-07-14,281.3,0.6664,93.904,19.32,1509.97998,0.0003377024171154665
2000-07-17,283.6,0.669,93.852,19.45,1510.48999,-0.01115105945791095
2000-07-18,282.65,0.6677,93.859,19.75,1493.73999,-0.007917525780162962
2000-07-19,279.15,0.6675,93.846,19.65,1481.959961,0.009141859333905846
2000-07-20,280.25,0.6615,93.99799999999999,18.94,1495.569946,-0.010336950918888256
2000-07-21,280.35,0.6592,94.00200000000001,18.94,1480.189941,-0.010799908066697738
2000-07-24,279.25,0.6601,93.96600000000001,19.92,1464.290039,0.006928073530012923
2000-07-25,279.05,0.6595,93.97200000000001,19.39,1474.469971,-0.015067422449460133
2000-07-26,279.75,0.6601,93.973,19.67,1452.420044,-0.001929711396995968
2000-07-27,278.5,0.6605,94.0,19.6,1449.619995,-0.02072203528363
2000-07-28,278.38,0.6655,93.96600000000001,20.84,1419.890015,0.007675250334474783
2000-07-31,277.25,0.6668,93.969,20.74,1430.829956,0.005068116498951675
2000-08-01,277.25,0.6668,93.969,20.74,1438.099976,0.000417112780814339
2000-08-02,301.75,0.6206,93.387,21.25,1438.699951,0.009587663595892323
2000-08-03,288.13,0.6323,93.62100000000001,23.82,1452.560059,0.007113753317342458
2000-08-04,288.13,0.6323,93.62100000000001,23.82,1462.930054,0.011141175313906107
2000-08-07,284.45,0.6619,93.876,22.77,1479.319946,0.0023497391105633597
2000-08-08,273.25,0.6644,94.08,18.79,1482.800049,-0.006719350410364617
2000-08-09,273.05,0.7067,94.26100000000001,18.46,1472.869995,-0.008605220991382749
2000-08-10,273.05,0.7067,94.26100000000001,18.46,1460.25,0.007905641708091177
2000-08-11,265.05,0.7026,94.145,25.66,1471.839966,0.013309296031502297
2000-08-14,274.8,0.6642,94.229,17.88,1491.560059,-0.004791695114260095
2000-08-15,274.65,0.665,94.198,17.98,1484.430054,-0.003090181493197873
2000-08-16,277.2,0.6664,94.162,18.02,1479.849976,0.010900918736465025
2000-08-17,277.65,0.6678,94.19,17.48,1496.069946,-0.002911836638040552
2000-08-18,276.65,0.6713,94.227,17.05,1491.719971,0.005188570831919359
2000-08-21,275.25,0.6724,94.219,17.35,1499.47998,-0.0009007009571096477
2000-08-22,273.75,0.675,94.225,17.47,1498.130005,0.005219522560221371
2000-08-23,271.25,0.6724,94.273,17.38,1505.969971,0.0015526682636180448
2000-08-24,272.95,0.6751,94.281,17.04,1508.310059,-0.0012340008689720463
2000-08-25,274.25,0.6807,94.271,16.53,1506.449951,0.005058718972546519
2000-08-28,274.15,0.6808,94.223,16.54,1514.089966,-0.002810913542261059
2000-08-29,273.45,0.6867,94.19200000000001,16.89,1509.839966,-0.004813399256729147
2000-08-30,274.2,0.6851,94.2,17.69,1502.589966,0.009992625470700229
2000-08-31,277.85,0.6909,94.275,16.84,1517.680054,0.0020339100462123147
2000-09-01,277.85,0.6909,94.275,16.84,1520.77002,-0.009042824048619846
2000-09-05,277.25,0.6529,93.471,28.93,1507.079956,-0.009888926573745618
2000-09-06,283.85,0.6624,93.874,22.14,1492.25,0.006852001568028141
2000-09-07,283.85,0.6624,93.874,22.14,1502.51001,-0.005345346892794826
2000-09-08,272.25,0.6657,94.084,19.18,1494.5,-0.0035123437336722044
2000-09-11,265.95,0.6978,94.175,27.2,1489.26001,-0.004893586543064011
2000-09-12,265.95,0.6978,94.175,27.2,1481.98999,0.0019684147893265324
2000-09-13,272.75,0.7095,94.27600000000001,18.32,1484.910034,-0.0027244377259596736
2000-09-14,272.55,0.7105,94.215,18.26,1480.869995,-0.010221718578236616
2000-09-15,272.45,0.7153,94.16,18.52,1465.810059,-0.014637860316635318
2000-09-18,271.8,0.7113,94.12899999999999,20.25,1444.51001,0.010597786029665067
2000-09-19,272.15,0.7096,94.148,19.54,1459.900024,-0.005880712478947599
2000-09-20,269.35,0.7089,94.103,19.93,1451.339966,-0.0015790410696204424
2000-09-21,270.65,0.6957,94.177,20.18,1449.050049,-0.00022781518143214386
2000-09-22,272.15,0.6879,94.152,20.74,1448.719971,-0.006711092281917302
2000-09-25,274.3,0.6884,94.163,21.41,1439.030029,-0.008247833431885475
2000-09-26,274.35,0.6832,94.198,21.88,1427.209961,-0.00044853845186885793
2000-09-27,278.58,0.6828,94.179,21.67,1426.569946,0.02199161939031985
2000-09-28,275.25,0.6839,94.18799999999999,19.47,1458.290039,-0.015047975419206747
2000-09-29,274.25,0.6765,94.198,20.57,1436.51001,-0.00019495673250045082
2000-10-02,315.0,0.6212,93.329,23.07,1436.22998,-0.006825787727313924
2000-10-03,289.0,0.6343,93.617,21.24,1426.459961,0.0054950083776257146
2000-10-04,282.0,0.6307,94.229,25.99,1434.319946,0.001365626225659649
2000-10-05,277.75,0.6614,93.58,29.87,1436.280029,-0.01918332932019551
2000-10-06,277.75,0.6614,93.58,29.87,1408.98999,-0.004951921491385013
2000-10-09,272.75,0.6679,94.23700000000001,19.19,1402.030029,-0.010763631811804626
2000-10-10,272.75,0.6875,94.228,24.86,1387.02002,-0.016303582957150634
2000-10-11,264.75,0.7016,94.21700000000001,28.53,1364.589966,-0.02584045547603664
2000-10-12,264.75,0.7016,94.21700000000001,28.53,1329.780029,0.032836407686826864
2000-10-13,272.65,0.6823,94.27600000000001,27.6,1374.170044,0.0003273811368892832
2000-10-16,272.0,0.6908,94.26799999999999,26.79,1374.619995,-0.01809497715009541
2000-10-17,271.25,0.6895,94.32700000000001,27.84,1349.969971,-0.005824440573184649
2000-10-18,270.65,0.6928,94.333,28.72,1342.130005,0.03415336194046305
2000-10-19,270.8,0.6912,94.345,25.09,1388.76001,0.0058657404361439555
2000-10-20,271.55,0.6891,94.368,24.24,1396.930054,-0.0008235907278780652
2000-10-23,270.25,0.688,94.416,24.69,1395.780029,0.0016822134754333135
2000-10-24,270.65,0.6895,94.385,24.28,1398.130005,-0.02405444958649866
2000-10-25,266.75,0.6983,94.316,26.65,1364.900024,-0.00033713865642080336
2000-10-26,265.15,0.6964,94.31,28.62,1364.439941,0.011035028318764755
2000-10-27,264.55,0.687,94.287,26.47,1379.579956,0.013735586593267693
2000-10-30,264.5,0.69,94.26799999999999,25.46,1398.660034,0.02174013287467291
2000-10-31,265.15,0.691,94.249,23.63,1429.400024,-0.005739155318598889
2000-11-01,283.25,0.607,93.34299999999999,22.5,1421.219971,0.00498325336685617
2000-11-02,310.95,0.6275,93.396,24.42,1428.319946,-0.0011418560646860175
2000-11-03,310.95,0.6275,93.396,24.42,1426.689941,0.003847665528053061
2000-11-06,275.95,0.665,93.59100000000001,27.76,1432.189941,-0.0002234213029618687
2000-11-07,282.55,0.6592,93.95200000000001,20.11,1431.869995,-0.015902322552713167
2000-11-08,275.15,0.6658,94.21,18.55,1409.280029,-0.006506713915191708
2000-11-09,273.43,0.7131,94.234,18.4,1400.140015,-0.024700137223283212
2000-11-10,271.15,0.6837,94.226,26.57,1365.97998,-0.010834607212038544
2000-11-13,264.35,0.6955,94.234,29.06,1351.26001,0.023181365408181203
2000-11-14,264.65,0.6993,94.245,26.81,1382.949951,0.004948226296325169
2000-11-15,265.0,0.7007,94.289,26.15,1389.810059,-0.012664390693394702
2000-11-16,266.5,0.7015,94.331,25.05,1372.319946,-0.0033576002254102205
2000-11-17,265.75,0.7031,94.296,24.81,1367.719971,-0.01852217352810285
2000-11-20,266.35,0.7024,94.323,27.43,1342.619995,0.0035167573808341695
2000-11-21,265.85,0.7052,94.348,26.62,1347.349976,-0.01872167484790899
2000-11-22,266.55,0.711,94.376,27.71,1322.359985,0.014571645085896173
2000-11-24,266.35,0.7148,94.376,26.0,1341.77002,0.005351664009262771
2000-11-27,270.0,0.7057,94.376,26.93,1348.969971,-0.009593904117532364
2000-11-28,269.6,0.7056,94.41799999999999,27.64,1336.089966,0.004361503808218753
2000-11-29,266.55,0.703,94.476,27.49,1341.930054,-0.020310311646428863
2000-11-30,270.45,0.7022,94.53200000000001,29.65,1314.949951,0.00021293524276244768
2000-12-01,282.35,0.6073,93.29700000000001,22.84,1315.22998,0.007378255712998783
2000-12-04,282.05,0.6293,94.065,28.98,1324.969971,0.038183336933214594
2000-12-05,276.15,0.6576,93.488,26.05,1376.540039,-0.018387672024020477
2000-12-06,286.8,0.6609,93.929,22.32,1351.459961,-0.005870059616613921
2000-12-07,280.6,0.6637,93.92,20.03,1343.550049,0.019415054517721336
2000-12-08,280.6,0.6637,93.92,20.03,1369.890015,0.007497925106820601
2000-12-11,276.55,0.6797,94.291,30.51,1380.199951,-0.006556658329414544
2000-12-12,270.95,0.6904,94.654,24.88,1371.180054,-0.008194382946092246
2000-12-13,269.05,0.6868,94.742,23.63,1359.98999,-0.014113896069973977
2000-12-14,269.55,0.6788,94.787,24.86,1340.930054,-0.021696411811093018
2000-12-15,270.95,0.6777,94.82,26.55,1312.150024,0.008038303660213518
2000-12-18,270.15,0.6776,94.83,27.7,1322.73999,-0.013042648360549998
2000-12-19,270.25,0.6806,94.81200000000001,27.17,1305.599976,-0.03179612729439458
2000-12-20,272.85,0.6774,94.963,31.74,1264.73999,0.00796979734297329
2000-12-21,274.15,0.6787,94.975,29.66,1274.859985,0.02409435086764182
2000-12-22,273.95,0.6773,94.994,27.55,1305.949951,0.007050389262534106
2000-12-26,274.45,0.674,94.944,28.73,1315.189941,0.010385518368947043
2000-12-27,275.25,0.6682,94.896,28.14,1328.920044,0.003980214308658339
2000-12-28,272.25,0.6697,94.882,26.57,1334.219971,-0.010502972420797688
2000-12-29,272.25,0.6698,94.88799999999999,26.85,1320.280029,-0.02843233393128115
2001-01-02,268.75,0.6768,94.914,21.66,1283.27002,0.04888407014459422
2001-01-03,265.65,0.6872,95.126,28.08,1347.560059,-0.010608546554819845
2001-01-04,265.65,0.6872,95.126,28.08,1333.339966,-0.02659283788172491
2001-01-05,264.55,0.6971,94.708,24.2,1298.349976,-0.0019196532293700608
2001-01-08,267.55,0.6974,94.929,20.56,1295.859985,0.0038049416522218486
2001-01-09,267.55,0.6974,94.929,20.56,1300.800049,0.00954072787732144
2001-01-10,291.7,0.6759999999999999,95.46,32.32,1313.27002,0.010264835782403203
2001-01-11,279.65,0.6832,95.76,32.31,1326.819946,-0.0062523760051131526
2001-01-12,279.65,0.6832,95.76,32.31,1318.550049,0.006124300690786365
2001-01-16,263.55,0.6794,94.77,25.28,1326.650024,0.002123358933197214
2001-01-17,263.55,0.6787,94.825,24.93,1329.469971,0.013819390776624198
2001-01-18,264.55,0.679,94.88600000000001,23.37,1347.969971,-0.004036364371038341
2001-01-19,264.75,0.6836,94.83200000000001,23.24,1342.540039,0.0002681013120465696
2001-01-22,266.95,0.6824,94.775,23.25,1342.900024,0.012947319316010772
2001-01-23,266.55,0.6804,94.719,21.57,1360.400024,0.002862720709771702
2001-01-24,264.7,0.6883,94.695,22.03,1364.300049,-0.004989365854791114
2001-01-25,264.95,0.6854,94.755,22.64,1357.51001,-0.0018876295296253623
2001-01-26,263.05,0.6857,94.73200000000001,22.57,1354.949951,0.006781700222170208
2001-01-29,263.05,0.6857,94.697,22.61,1364.170044,0.006983436040797076
2001-01-30,265.9,0.6838,94.771,22.57,1373.72998,-0.005635564294485884
2001-01-31,265.85,0.6828,94.88600000000001,22.02,1366.01001,0.005446274104172682
2001-02-01,269.25,0.6657,95.085,29.99,1373.469971,-0.01762846190760336
2001-02-02,267.55,0.6814,94.852,21.95,1349.469971,0.0035802418217227698
2001-02-05,265.5,0.6973,94.712,24.23,1354.310059,-0.001514868885548466
2001-02-06,265.5,0.6973,94.712,24.23,1352.26001,-0.008443690434782266
2001-02-07,269.55,0.7057,94.678,18.76,1340.890015,-0.006254171145740171
2001-02-08,268.05,0.6986,94.84899999999999,20.09,1332.530029,-0.013425265565742544
2001-02-09,268.05,0.6986,94.84899999999999,20.09,1314.76001,0.011757895058350436
2001-02-12,279.95,0.6836,95.64200000000001,30.71,1330.310059,-0.008689772761011634
2001-02-13,260.95,0.6886,94.93,21.37,1318.800049,-0.0021861951519794413
2001-02-14,259.85,0.6876,94.836,21.52,1315.920044,0.008090730622683267
2001-02-15,255.85,0.6902,94.834,20.27,1326.609985,-0.019086287046288303
2001-02-16,258.95,0.6905,94.891,22.12,1301.530029,-0.01750895408020373
2001-02-20,256.65,0.6914,94.895,24.69,1278.939941,-0.018680858895005245
2001-02-21,258.65,0.6934,94.861,25.75,1255.27002,-0.0019537375553186297
2001-02-22,259.05,0.6913,94.844,26.76,1252.819946,-0.005570924802299302
2001-02-23,261.55,0.6874,94.90299999999999,27.21,1245.859985,0.017338769147118047
2001-02-26,266.85,0.6922,94.96600000000001,25.43,1267.650024,-0.007689396123972743
2001-02-27,268.25,0.6925,95.04799999999999,26.49,1257.939941,-0.01441247171863241
2001-02-28,267.15,0.6919,95.104,28.35,1239.939941,0.0010398635783276735
2001-03-01,268.15,0.6714,94.84200000000001,26.6,1241.22998,-0.005695981646619827
2001-03-02,268.15,0.6714,94.84200000000001,26.6,1234.180054,0.005841032076243474
2001-03-05,266.15,0.6966,94.795,25.78,1241.410034,0.009931121164442903
2001-03-06,266.15,0.6966,94.795,25.78,1253.800049,0.0064316300351305285
2001-03-07,267.75,0.7108,94.62,18.92,1261.890015,0.0022559505769039877
2001-03-08,268.55,0.6996,94.84299999999999,19.89,1264.73999,-0.025075725094289958
2001-03-09,273.5,0.6879,95.17399999999999,19.89,1233.420044,-0.04414078314103271
2001-03-12,277.25,0.7016,95.31299999999999,25.77,1180.160034,0.014719630141765094
2001-03-13,267.85,0.6899,95.071,27.55,1197.660034,-0.026181892890108138
2001-03-14,263.45,0.6915,95.182,29.61,1166.709961,0.0058541258099587415
2001-03-15,260.65,0.6966,95.214,28.56,1173.560059,-0.019819183398859835
2001-03-16,259.05,0.6984,95.23,29.91,1150.530029,0.017473136381621113
2001-03-19,260.75,0.7019,95.18700000000001,29.78,1170.810059,-0.024372000642500922
2001-03-20,261.55,0.6966,95.242,30.96,1142.619995,-0.01808627685011523
2001-03-21,262.95,0.6989,95.22200000000001,31.93,1122.140015,-0.004071995928027546
2001-03-22,262.05,0.7035,95.244,32.84,1117.579956,0.019713495937858476
2001-03-23,262.3,0.7018,95.185,30.45,1139.829956,0.011219200241235275
2001-03-26,262.65,0.6972,95.131,29.04,1152.689941,0.025253479770521753
2001-03-27,261.55,0.6971,94.98899999999999,27.04,1182.170044,-0.024733008631351888
2001-03-28,260.05,0.6954,95.025,28.58,1153.290039,-0.004641061000516071
2001-03-29,258.95,0.7012,95.00299999999999,29.17,1147.949951,0.010726709241983339
2001-03-30,257.95,0.7062,95.083,28.64,1160.329956,-0.012540240050005138
2001-04-02,267.55,0.6664,94.961,26.97,1145.869995,-0.03499847486369531
2001-04-03,267.55,0.6664,94.961,26.97,1106.459961,-0.0029053254178793195
2001-04-04,258.45,0.6978,95.086,34.07,1103.25,0.04275291256457128
2001-04-05,266.15,0.6948,94.795,23.91,1151.439941,-0.02018594776879066
2001-04-06,265.75,0.7069,94.65899999999999,21.38,1128.430054,0.008084625741151914
2001-04-09,271.65,0.6921,95.041,25.85,1137.589966,0.026706218534382407
2001-04-10,289.85,0.6773,95.494,31.97,1168.380005,-0.00213342151772984
2001-04-11,289.85,0.6773,95.494,31.97,1165.890015,0.014991393250796823
2001-04-12,275.7,0.7024,95.34,24.08,1183.5,-0.003232888937573794
2001-04-16,263.35,0.6957,94.74600000000001,26.33,1179.680054,0.010229948435321486
2001-04-17,261.0,0.6982,94.775,25.61,1191.810059,0.038153224612819565
2001-04-18,261.25,0.7005,94.854,24.13,1238.160034,0.012464721574599179
2001-04-19,265.6,0.6911,94.706,24.16,1253.689941,-0.008579449452890412
2001-04-20,264.65,0.6939,94.712,25.38,1242.97998,-0.015093459962399306
2001-04-23,263.75,0.6943,94.823,28.16,1224.359985,-0.01223602309676059
2001-04-24,264.15,0.6973,94.791,28.49,1209.469971,0.015815169334221467
2001-04-25,262.25,0.6939,94.744,27.4,1228.75,0.004684854284302199
2001-04-26,264.15,0.6936,94.80799999999999,25.96,1234.52002,0.014898371688669558
2001-04-27,263.65,0.6972,94.67200000000001,24.02,1253.050049,-0.002869191690368553
2001-04-30,264.05,0.6982,94.662,25.48,1249.459961,0.013498341333691197
2001-05-01,268.15,0.665,95.069,28.67,1266.439941,0.0007815026440549688
2001-05-02,265.65,0.6784,94.833,22.19,1267.430054,-0.014984400402496685
2001-05-03,263.05,0.6818,95.024,27.12,1248.579956,0.014337158041675655
2001-05-04,258.55,0.7004,95.027,29.94,1266.609985,-0.002450458126365031
2001-05-07,265.35,0.713,94.609,20.09,1263.51001,-0.0018299604155216924
2001-05-08,265.35,0.713,94.609,20.09,1261.199951,-0.004497819849754178
2001-05-09,272.05,0.6859999999999999,95.03299999999999,26.35,1255.540039,-0.00028675837140952615
