is_uk,text
1,tanzanian railways secure mln dlrs aid dar es salaam march staterun tanzania railwaycorporation trc has secured mln dlrs aid from banks andeuropean countries for a oneyear emergency repair programtransport minister mustafa nyanganyi said nyanganyi told reuters on his return from a world banksponsored donors conference in new york that the aid wouldenable trc to buy spares for locomotives overhaul wagons and replace sleepers over the next months the world bank african development bank europeancommunity canada belgium west germany britain swedenitaly and denmark had contributed to the package he said trc runs a rail network linking dar es salaam and thenorthern port of tanga with the coffeegrowing area aroundmount kilimanjaro and ports on lake victoria and laketanganyika it is under separate administration from thetanzaniazambia railway linking dar es salaam with the zambiancopperbelt and the railway system of southern africa which hasalready received substantial aid as part of internationalefforts to ease the dependence of landlocked african states ontrade routes through south africa but this is the first international aid package for trcwhich also carries cargo for uganda zaire and burundi reuter
0,pioneer group unit gets more ghana gold land boston march the pioneer group inc said its pctowned teberebie goldfields ltd venture was granted anadditional concession of land in ghana to seek and mine gold the state gold mining corp of ghana granted the venture anadditional square kilometers in teberebie ghanacontiguous to square kilometers granted earlier the original concession appears to have a substantialamount of gold bearing material containing about grams or ounces of gold per tonne but the venture has no firmestimate on the costs of extracting the gold and no assurancescan be given that the reserves can be mined profitably thecompany said it said teberebie goldfields has not conductedtests on the newly granted land but added the land seems to besimilar in geological characteristics to the original land reuter
0,natrional healthcorp nhc expanding centers murfreesboro tenn march national healthcorp lp saidit has started adding beds for its greenwood health carecenter in greenwood sc and plans to add beds to itsspringfield health care center in springfield tenn the company said it has opened colonial hill retirementapartments adjacent to its colonial hill health care center injohnson city tenn and has completely remodeled nationalhealth care center in lawrenceburg tenn it said it is acquiring the title to that center which hadbeen owned by lawrence county lions club and called lionsnursing home national said the projects will cost a total of about dlrs reuter
1,lme lists brazilian aluminium brand london march the london metal exchange lme haslisted the aluminium brand cba produced by cia brasileira dealuminio at its mairinque sao paulo plant the brand will constitute good delivery from april thelme said reuter
0,bethlehem bs has investigated chapter bethlehem pa march bethlehem steel corp hasinvestigated the ramifications of a filing for reorganizationunder chapter of the federal bankruptcy laws but has nopresent plans to file a company spokesman told reuters the spokesman said the investigation was made some time agoand was undertaken as a precaution in the interest of prudentmanagement he said while bethlehem which has been losing money forseveral years does not intend to seek protection fromcreditors now it could do so if conditions worsenedparticularly if it ran out of cash but the spokesman said bethlehem ended with over mln dlrs in cash on hand partly due to the sale of assets overthe year and expects to maintain its cash position at aroundthat level through at the end of bethlehem had less than mln dlrs incash reuter
1,nigeria britain to reschedule official debt london march nigeria and britain signed an agreementto reschedule nigerias official debts in the first of anexpected series of such talks government sources said the agreement was signed by nigerian finance minister chuokongwu and the export credits guarantee departments ecgdchief executive jack gill the nigerians will go on to paris for similar bilateraltalks tomorrow with coface the french export credit agency todays agreement follows an agreement between nigeria andthe paris club of western creditor governments in december toreschedule some billion dlrs of official debt the paris club agreement was for a rescheduling of the billion dlrs of medium and longterm debt due between september and end over years with five years grace but as with all paris club pacts specific interest ratesand other details have to be negotiated on a bilateral basiswith the countries involved none of the details contained intodays negotiations was immediately available the nigerians are hoping that further bilateral accords canbe struck fairly soon as this could encourage official exportcredit agencies to renew insurance cover for exports tonigeria the ecgd suspended its cover for exports to nigeria in despite the success of the talks over the past two daysgovenment sources said there had not been any discussions onnew credits nigeria is due to receive mln dlrs in fresh exportcredits this year from official agencies under a structrualadjustment program drawn up by nigeria and the world bank tosupport a rescheduling of part of the countrys billion dlrforeign debt but these credits cannot be approved until the exportcredit agencies agree to resume insuring the debts reuter
0,argentinas creditors said divided over debt issue buenos aires march central bank director daniel marxsaid argentinas creditor banks were divided on the countrysrequest for rescheduling its foreign debt there are difficulties among the banks to reach anagreement and find a unanimous decision marx told a localradio station in a telephone interview from new york argentinas great efforts to comply with obligations on its billion dlr foreign debt should be met by a reduction ininterest rates on the part of the creditor banks he said marx is in new york with argentinas debt negotiating teamholding talks with the creditor banks steering committee marx said the talks should not drag on if venezuela andmexico have concluded their negotiations we want to end oursin a reasonable manner and as soon as possible he said economy ministry sources said the steering committee wasexpected today to make a counterproposal not unlike that madeby treasury secretary mario brodersohn at the start of thetalks between the two parties argentina is seeking a billion dlr loan to meet fourpct growth targets in it also wants lower interest rateson its foreign debt the united states said last week it wouldsupport a mln dlr bridging loan for argentina reuter
1,c and w offered role in new japan telecom company tokyo april a japanese businessman announced plans fora new telecommunications firm in which britains cable andwireless plc would be a core company however the plan unveiled by senior federation ofeconomic organizations official fumio watanabe does notspecify what stake cable and wireless would have the share holdings of the core companies should be equalwatanabe said in a statement the actual percentage ofshareholdings should be agreed by the core companies he said the eight core companies will provide directors forthe firm the new company shall immediately set to work on thefeasibility study of constructing a new cable for itselfwatanabe said watanabe has acted as mediator between two rival groupsone of which included c and w seeking to compete againstkokusai denshin denwa co ltd which now monopolizes japansoverseas telephone business the post and telecommunications ministry has said it wantsonly one competitor to kdd and has backed watanabes efforts a british source who declined to be identified furthersaid the proposals could open the door to further talks betweenc and w cawll and the other firms involved c and w had earlier rejected a reported proposal whichwould have given it a five pct share in the newtelecommunications firm compared to the less than three pctstake watanabe originally proposed c and w has a pct stakein one of the two firms watanabe has proposed should merge the british source said the decision not to specify theexact shareholdings of the core companies could leave the dooropen for further discussion its probably a sensible approach on their part thebritish source told reuters c and w has also been pushing hard for permission to lay anew cable between japan and the us the proposed merger has sparked an international row withbritish government sources threatening retaliatory actionagainst japan for what they see as discriminatory practicesagainst foreign firms the sources said last friday that one option for britainwould be to revoke licenses of japanese banks and securitiescompanies operating in london the us has also attacked the original merger planssaying that both rival consortia should be licensed asked about participation by other us and european firmswatanabe said they will not be core companies but if they wishthey could participate under the japanese law total foreignparticipation would be limited to onethird it might be wise for c and w to join the new firm which hasthe support of many influential backers and work within thisfor the realization of their ideas watanabe told reporters the other core firms are mitsubishi corp mittt mitsuiand co mitst sumitomo corp sumtt matsushita electricindustrial co mct toyota motor corp toyot c itoh and cocittt and pacific telesis international inc watanabe said that his latest proposal represented hisfinal effort if it fails to satisfy the british government it will beup to the japanese government to explain its position he said reuter
1,colombia to sell sugar london traders say london march colombia is holding a snap selling tendertonight for one cargo of world market raw sugar traders said the sugar is for march april shipment and bids arebeing sought based on the new york may delivery futurescontract they added reuter
0,ccc accepts bonus bid on semolina to egypt washington march the commodity credit corporationccc has accepted a bid for an export bonus to cover a sale of tonnes of semolina to egypt the us agriculturedepartment said the department said the bonus was dlrs per tonne andwas made to international multifoods corp the bonus will bepaid in the form of commodities from ccc stocks the semolina is for shipment during june it said an additional tonnes of semolina are still availableto egypt under the export enhancement program initiativeannounced on august it said reuter
0,ico ico to be delisted from amex fort worth texas march ico inc said its common stockwill be removed from trading on the american stock exchangebecause it failed to meet certain exchange guidelinesincluding net worth requirements the company which has been unprofitable for three out ofthe last four years said its stock will be delisted from theamex on march and will begin trading on the boston stockexchange on march reuter
1,ricoh to set up french uk copier plants tokyo march ricoh co ltd rictt said it will set upa whollyowned french subsidiary to produce plain paper copiersppc from june its uk subsidiary will also build a newppc plant to start operations in september ricoh said the french company ricoh industry france sa inwettolsheim hautrhin alsace will produce ppcs at an initialmonthly rate of about rising to between and units in a couple of years with initial investment of onebillion yen ricoh said the new company will create jobs the company said its whollyowned uk subsidiary ricohuk products ltd in telford which has produced officeautomation equipment such as ppcs sorters and facsimiles sinceapril will invest billion yen to build a new ppcplant it is due to start operation in september andincrease output to per month from the present the new uk plant will create jobs to give a total of jobs at the uk subsidiary after both new plants reach full production pct ofricohs total ppc to be sold in europe will be supplied bythose european units reuter
0,willcox and gibbs inc wg th qtr net new york march shr cts vs cts net mln vs mln revs mln vs mln year shr dlrs vs dlrs net mln vs mln revs mln vs mln note net includes extraordinary gain of mln dlrsor cts per share in th qtr and mln or dlrs for theyear reuter
1,uk france to urge debt relief for poorest lands by peter torday reuters washington april britain france and other europeannations will make a strong plea in highlevel meetings todayfor urgent debt relief for the very poorest countries europeanmonetary sources said the request will be put to the international monetaryfunds policymaking interim committee which meets here aspart of semiannual imf and world bank talks but it is likely to run into opposition from the unitedstates which regards debt relief even for the worlds poorestnations in subsaharan africa with distaste if all creditors agreed britain and france would beprepared to consider below market interest rates for thecountries one source said a senior us treasury official poured cold water on theplan earlier this week however we are not willing to enterinto arrangements that would forgive debt or provideconcessional interest rates the official said at the heart of the american objection is the fear thatonce such a concession is made for the very poorest nationsthen sooner or later latin debtors will be demanding similarrelief african nations owe foreign creditors most of themgovernments over billion dlrs over billion dlrs is debtowed by poorest subsaharan african nations in addition to interest rate concessions the sources saideuropean countries wanted repayment of these loans to bestretched out for up to years with a substantial delaybefore capital repayments start the issue was inconclusively discussed in yesterdaysmeetings of the major industrial nations the united statesjapan west germany britain france italy and canada it is already under consideration by the paris club ofwestern creditor nations to which the united states belongs there are quite obviously differences about it one sourcesaid of the american attitude but it is perfectly clear thatdebt repayment is an abiding problem for a small number ofthe poorest countries the plan would also involve the conversion of bilateral aidto these countries into outright grants a policy alreadyadopted by paris and londonreuterm
1,aidc issues australian dollar zero coupon eurobond london april australian industry development corp isissuing a zero coupon eurobond with total redemption amount mln australian dlrs lead manager orion royal bank ltd said the issue matures on may and is priced at pct it is available in denominations of and australian dlrs and will be listed in luxembourg payment dateis may credit suisse first boston ltd commerzbank ag hambrosbank ltd and merrill lynch capital markets are coleadmanagers there will be no comanagers fees total pct reuter
1,kleinwort benson lonsdale plc kblll year london march shr p vs p adjusted div p making p vs p adjusted pretax profit mln stg vs mln net after tax mln vs mln extraordinary credit after tax mln vs nil note the extraordinary credit represents substantitallythe after tax profit on sale of companys interest in m and ggroup plc after providing for the final dividend retainedearnings were mln vs mln in merchant and investment banking mln vs mln bullion broking mln vs mln us government security dealing mln vs loss investment management and unit trusts mln vs mln other activities loss mln vs profit mln interest on loan capital mln vs mln disclosed shareholders funds mln vs mln disclosed capital resources available mln vs mln reuter
1,bermuda seeks mln dlr revolving credit london april the government of bermuda is seeking a mln dlr seven year revolving credit which will be the onlycredit outstanding in its own name nm rothschild and sonsltd said as arranger and agent the credit will pay a margin of basis points over usdollar london interbank offered rates libor and willincorporate a tender panel for us dlr advances there is a basis point annual facility fee in years oneto four rising to points thereafter a basispoint participation fee is payable on the transaction whichstarted syndication this week reuter
0,rocky mountain medical corp rmedu st qtr loss greenwood village colo march dec shr loss one ct net loss revs note company went public in april reuter
1,ec commission details sugar tender brussels march the european community commissionconfirmed it granted export licences for tonnes ofcurrent series white sugar at a maximum export rebate of european currency units ecus per kilos out of this traders in west germany received tonnes in the uk in denmark tonnes and infrance tonnes reuter
1,nigeria to issue billion dlrs of notes london march nigeria plans to issue on april afurther billion dlrs in shortterm promissory notes to itsuninsured trade creditors in connection with existing arrearson those debts law debenture trust corp plc said as trusteefor the notes it said nigeria also plans to hold talks with a newlyappointed representative for those creditors fairly soon andthat nigeria also will call at an early date an extraordinarymeeting of noteholders including holders of the new notes thepurpose of that meeting will be to consider a resolution to thearrears on the trade debt and the promissory notes nigeria missed the first principal payment due on the noteslast autumn and another payment of about mln dlrs that wasdue in early january because of a cash shortage which stemmedpartly from the drop in oil prices last year an official of the law debenture trust said he did not knowwhen the new representative for the noteholders david murisonwould meet the nigerians he noted the nigerians currently areattempting to negotiate bilateral agreements with members ofthe paris club of western creditor governments under amultilateral pact on these debts reached in december so farbilateral accords have been reached with the uk and france law debenture trust as trustee for the notes has beenattempting to organise a meeting between the note holders andnigeria for the last coupole of months the appointment ofmurison chairman of westpac banking corps mase westpac ltdunit in london was made in an effort to better coordinatethese efforts the law debenture official said murison will begin talkswith nigeria as soon as they return to london and although itis hoped that a meeting of all note holders could be held byendmay he said this may not be possible since four weeksnotice of the meeting is required by law the discussions with the note holders are being held inconjunction with proposals to rescheduling nigerias debt tocommercial banks and official credit agencies when talks began last april on rescheduling part of thecountrys approximate billion dlrs of foreign debt thecommercial banks insisted that it be contingent on nigeriaobtaining a rescheduling of its official debts as well thenigerians then extended this to include all uninsured tradedebt the commercial bank package has yet to be signed due inpart to the reluctance of japanese banks which have arelatively small exposure to participate reuter
1,gillette canada issues mln stg bond london april gillette canada inc is issuing a mlnstg bond due october carrying a coupon of pctand priced at morgan stanley ltd said as lead manager the issue is guaranteed by gillette co and is available indenominations of and stg payment date is april and there is a long first coupon the issue will be listed in luxembourg there is a selling concession of pct and a combinedmanagement and underwriting fee of pct reuter
1,union electric seeks mln dlr loan facility london march the missouribased energy servicecompany union electric co is seeking a mln dlr fouryeareuroterm loan facility swiss bank corporation internationalltd said as arranger the loan will carry a margin of basis points over londoninterbank offered rate libor amounts prepaid under the loan may at the option of theborrower be converted into a revolving credit commitment withan equivalent maturity to the original maturity on the loan there will be a basis point commitment fee on therevolving credit reuter
0,fruit of the loom inc initial offering starts chicago march fruit of the loom inc said an initialpublic offering of mln class a common shares is underway atnine dlrs per share through underwriters led by drexel burnhamlambert inc merrill lynch and co inc mer ef hutton groupinc efh and sears roebuck and co incs s dean witterreynolds inc unit reuter
1,bzw makes markets in japan dollar convertibles london march barclays de zoete wedd ltd said it todaybegan marketmaking in japanese convertible eurobondsdenominated in dollars this venture will be followed within a few months by theestablishment of a trading operation for japanese usdollardenominated equity warrant issues director in charge of the japanese convertible operation iskelvin saunders who said the desk was currently staffed byseven traders and salespeople this number would be doubledwith the addition of the equity warrant operation an even moreimportant element in the current market environment he said reuter
0,argentine observer critical of debt stance buenos aires march a counterproposal from creditorbanks to argentinas request for rescheduling its billiondlr foreign debt was full of holes an argentine observer atnegotiations said the negotiations are not going to prosper if the creditorbanks do not change the counterproposal put to argentina asit is a swiss cheese full of holes ruling radical party deputyraul baglini said baglini who was recently observing negotiations with thesteering committee for argentinas creditor banks in new yorkspoke to reporters in mendoza miles west of buenos aires baglini said the counterproposal did not take into accountargentinas request for a billion dlr loan to meet fourpct growth targets in reuter
0,piedmont aviation pie board to meet today new york march piedmont avaition incs board ofdirectors will conduct a special meeting beginning at esttoday a piedmont spokesman said the spokesman would not say what was on the agenda in midfebruary piedmont said its board would meet todiscuss all proposals to acquire the company its board alsowithdrew a recommendation to accept a dlrs a share cashoffer from norfolk southern corp nsc in light of a competingrevised bid from us air group inc u us air offer to buy pct of the companys stock for dlrs a share cash and theremaining for dlrs a share of its stock reuter
1,ivorian chosen cocoa council executive director london march edouard kouame ivorian delegate to theinternational cocoa organization icco was chosen executivedirector of the icco effective october icco officials said kouame will succeed dr kobena erbynn of ghana in the post reuter
0,concorde capital ltd inc in franchise pact miami march concorde capital ltd inc said it hassigned an agreement to establish a minimum of heidis frozenyogurt shoppes in south florida over the next months it said it signed the agreement with zenith capital incwhich received concorde shares or a pct interestfor the exclusive franchise rights from orlando south inflorida zenith now has seven company owned and franchisedheidis open and another franchises sold concorde said it expects to change its name soon to heidisfrozen yogurt shoppes of florida inc reuter
1,creditanstalt arranges mln stg cd program london march creditanstaltbankverein cabvvi thelargest commercial bank in austria has arranged a mln stgcertificate of deposit program banking sources said the dealers for the program will be sg warburg and co ltdand county natwest capital markets ltd reuter
0,caseys general stores inc casy rd qtr jan des moines iowa march shr cts vs cts net vs sales mln vs mln nine mths shr cts vs cts net vs sales mln vs mln reuter
1,genetics geni wellcome name site for venture cambridge mass april genetics institute inc andwellcome plc a britishbased pharmaceutical company jointlyannounced the selection of a site for their joint venturewelgen manufacturing inc formed last september the companies said they choose a acre site in westgreenwich ri for the ventures manufacturing facility whichwill make biotechnologybased pharmaceuticals the plant shouldbe completed in and will employ about people reuter
0,mca inc mca sets regular qtrly payout universal city calif march qtrly div cts vs cts prior pay april record march reuter
0,philips to jointly produce new laser video player eindhoven netherlands march nv philipsgloeilampenfabrieken pgloas said it had agreed withmatsushita electric industrial co ltd mct and nippon gakkico ltd ngakt of japan to jointly produce the components ofthe newly developed laser audiovideo player philips last month announced it and sony corp snet haddeveloped a world standard for the new combiplayer the player will be able to take the three sizes of newcompact disk videos cdv which give near perfect sound andimage production as well as the traditional audio laser discs yamaha will develop the laser technology matsushita thevideo specifications and philips will work on rendering theplayer compatible with existing european hertz televisionstandards philips spokeswoman marijke van hooren said each company will assemble and market the product under itsown label and it is hoped other hardware companies will joinin the marketing of the new product she said she said there were around companies which holdlicences for the manufacture of cd players reuter
0,mannesmann seeks stake in us firm duesseldorf march mannesmann ag mmwgf thediversified engineering and pipemaking group is interested intaking a stake in a us company or companies but has not yetfound a suitable firm a spokesman said in reply to questions mannesmann managing board chairman werner dieter told thebusiness weekly wirtschaftswoche in an interview thatmannesmann wanted to invest in a us company in order tostrengthen its presence on the us market dieter said mannesmann would act quickly when and if itfound a firm in which it wanted to take a stake the mannesmann spokesman declined to say in whichindustrial sector the group may make a us acquisition or howbig the acquisition might be he also said the group had not yet completed taking over astake in car components firm fichtel und sachs ag mannesmann had said in january it hoped to take a pctstake in fichtel und sachss holding company sachs ag in thefirst quarter the spokesman said mannesmann had a letter ofintent on the takeover from the heirs of the companys lateowner but completion has been delayed by legal questionsconcerning the inheritance reuter
0,american adventure goaa plan get approval kirkland wash march american adventure inc said itsreorganization plan was approved by the united statesbankruptcy court for the western district of the state ofwashington the company said the plan calls for the sale ofsubstantially all of the assets of the company to a newcompany which will retain the name american adventure inc andbe incorporated in delaware the transaction is scheduled for later this month whenshareholders of the old company will receive one share of stockin the new company for every shares they hold in the oldcompany according to american adventure reuter
0,rostenkowski reluctant to back tax hike washington march house ways and means committeechairman dan rostenkowski said he would be reluctant to backthe tax increase if it did not have president reagans support he told a national press club luncheon there would be anumber of tax proposals that could be debated if reagan soughta tax increase to help balance the budget however he said he would prefer to leave the tax ratesenacted in last years tax reform bill unchanged there have been calls in congress to hold the rates at the level rather than allow them to fall next year reagan proposed billion dlrs in revenue as part of his budget proposal but it did not include general taxincreases on trade issues rostenkowski said he did not expect themajor trade bill this year would single out any us industryfor special protection to go after individual items in a trade bill is suicidehe said this apparently ruled out congressional approval of anothertextile trade bill to limit quotas on textile imports as wasproposed again this year reuter
0,french official reserves fall sharply in january paris march french official reserves fell billion francs to billion at the end of january from billion at the end of december the finance ministrysaid in a statement it said the fall was largely due to sales of foreigncurrency that preceded the january realignment of theeuropean monetary system ems foreign currency reserves fell by billion francsduring the month the ministry said this reflected outflows of billion francs throughoperations of the french exchange stabilisation fundcounterbalanced by a gain of billion francs resulting fromthe quarterly adjustment in the value of dollar deposits heldwith the european monetary cooperation fund fecom but most of the decline reflected a billion francdeficit that france built up during the month with fecom as aresult of using very shortterm financing instruments the bank of france in conjunction with the bundesbank andother central banks intervened heavily in foreign exchangemarkets between late december and the january ems accord inan attempt to hold down the mark which was attracting a flightof funds from the dollar and simultaneously shore up thefranc on january the mark was revalued by three pct againstthe french franc relieving pressure on the french currency the fall in foreign exchange reserves took these reservesto billion francs at the end of january from billion at end december gold reserves were unchanged at billion francs reserves of european currency units fell to billionfrancs from billion at end december claims on the international monetary fund fell mlnfrancs to billion francs reuter
