is_uk,text
1,c itoh finance europe issues eurobond london march c itoh finance europe ltd is issuinga mln dlr deferred coupon eurobond due march andpriced at pct wako international europe ltd said aslead manager from the third year the bonds will pay interest at a rateof four pct over six month london interbank borrowed ratelibor they will be issued in denominations of dlrsand will be listed in luxembourg fees of pct comprise twobasis points for management and underwriting and eight pointsfor selling coleads are mitsui trust international and prubachesecurities international pay date is march the transaction is guaranteed by c itoh and co hong kongltd wako international said reuter
0,iea says opec february crude output mln bpd paris march opec produced an average mln barrelsper day bpd of crude oil in february down from mln theprevious month and an overall mln bpd in fourth quarter the international energy agency said a few opec countries last month exceeded the productionquotas set at their last conference in december but liftingswere reduced from several countries it said in its latestmonthly oil market report these cutbacks were due in part to buyer resistance tofixed prices introduced from february particularly forfixed volumes over an extended period it gave this breakdown for opec crude output in mln bpd fourth qtr january february saudi arabia iran iraq uae kuwait neutral zone qatar nigeria libya fourth qtr january february algeria gabon venezuela ecuador indonesia total the iea said while saudi production stayed below its quotaof mln bpd actual sales might exceed output due tonorbec stock disposals contracts for saudi crude have beensigned but it is understood they have much leeway in requiredliftings the report said the reduction in iraqi air attacks oniranian export facilities allowed irans output to reach mln bpd in january but buyer resistance to fixed pricesapparently cut february production it said iraqi exports are about mln bpd through theturkish pipeline mln by truck through jordan and mln via the saudi pipeline to yanbu internalconsumption is some mln bpd the iea estimated total noncommunist world oil supply infebruary at mln bpd down from mln in january and mln in the fourth quarter the february world supply figure is made up of mln bpdopec crude production mln bpd opec natural gas liquidsngls mln bpd oecd crude and ngls mln bpd otherdeveloping countries crude and ngls net trade of mln bpdwith centrally planned economies mln bpd ofnonconventional crudes such as tar sands and oil from coaland mln bpd from processiing gains within the oecd preliminary norwegian data show record mln bpd output in january with lower production expectedin february in accordance with government curtailments ofapproximately bpd announced in support of opec reuter
1,unilever seeks buyer for stauffer chemical london april unilever plc and nv unas has issued aprospectus through investment bankers goldman sachs and coseeking a buyer for stauffer chemical co of the us whichit acquired with the recent takeover of chesebroughpondsinc a unilever spokesman said he noted unilever has been indicating plans to dispose ofstauffer plus some smaller assets of chesebrough since thebid was made in december the stauffer sale prospectus has been sent in recent weeksto a number of companies expressing interest the unilever spokesman declined to say how much the groupexpected to receive for stauffer chesebroughs footwear and tennis racket businesses arealso likely to be disposed of he added immediately available financial information on staufferwhich is whollyowned was limited he added nine month salesto september were about billion dlrs unilever aquired chesebrough for billion dlrs in orderto benefit from its wellknown toiletry brands and foodproducts reuter
1,cereals mcas to be unchanged next week brussels march cereals monetary compensatory amountsmcas will be unchanged for the week starting march an eccommission spokesman said they will be plus points for the netherlands and westgermany minus two for denmark minus eight for france minusnine for ireland minus for italy minus for britainminus for greece and minus for spain reuter
0,charming shoppes inc chrs th qtr jan net bensalem penn march shr cts vs cts net mln vs mln revs mln vs mln year shr cts vs cts net mln vs mln revs mln vs mln reuter
0,national semi nsm unit steps up deliveries mountain view calif march national semiconductorcorps national advanced systems unit said it is acceleratingthe delivery schedule for the two most powerful models of itsasxl series mainframe processors because of growing customerdemand the company said the asxl and asxl which had beenscheduled for general availability in the third quarter willnow be available in the second quarter national advanced systems also announced a new cartridge tape subsystem which uses track compact tapecartridges reuter
0,usg usg sells year notes at eight pct new york march usg corp is raising mln dlrsthrough an offering of notes due with an eight pct couponand par pricing said lead manager salomon brothers inc that is basis points more than the yield of comparabletreasury paper noncallable to maturity the notes are rateda by moodys and a by standard and poors goldman sachs andshearson lehman brothers comanaged the deal yesterday usg sold mln dlrs of samerated debenturesdue that were priced to yield pct or basispoints over treasuries through a syndicate headed by salomonbrothers reuter
0,mca mca names spielberg creative consultant universal city calif march mca inc said noted filmmaker steven spielberg will serve as creative consultant foruniversal studios tour florida the tour is a joint venture between mca and cineplex odeoncorp that is scheduled to open in mca is also planning a major expansion of its universalstudio tours the expansion includes four liveaction showsbased films and tv series including spielbergs et mcas actions are seen as spurred by the disney cos dischairman michal eisners intention to build a new attraction inthe los angeles area possibly a studio tour reuter
0,computer identics cidn names chief executive canton mass march computer identics corp said itsboard elected frank wezniak to the new position of chiefexecutive officer and as director and president succeedingdavid collins collins also founder of the company said he resignedbecause the company has progressed beyond the entrepreneurialstage and requires the management experience that weznkiakpossesses wezniak has been active in several early stage venturecapital investments and serves on a number of high techcorporation boards the board alkso accepted a plan to issue subordinateddemand notes for dlrs to one mln dlrs to an investorgroup including wezniak the board also voted to expand to seven the number ofdirectors and ofer a new board seat to a group of investorsrepresented by nv bekaert sa reuter
0,taft tfb given deadline on buyout proposal providence ri march narragansett capital inc narrsaid it and dudley s taft have requested a response from taftbroadcasting co by march earlier today taft broadcasting said taft the companysvice chairman and narragansett had offered dlrs for eachof tafts mln outstanding shares the company said the offer is conditioned on approval ofits board but a spokesman declined comment on whether or notthe board has scheduled a meeting the narragansetttaft group will provide the equity portionof the offer by contributing at least mln dlrs in cash andtaft broadcasting common narragansett said it said the group has been advised by first boston incsfbc first boston corp that the investment banker is highlyconfident that financing for the acquisition can beconsummated narragansett said the offer is subject to negotiation of adefinitive merger agreement and definitive financing agreementsas well as approval by regulators tafts board and taftsstockholders the narragansetttaft group said its letter to tafts boardstates the group intends to return control over a significantportion of the companys equity to the taft family whileproviding other stockholders with a means of realizing a veryattractive value for their shares reuter
1,british minister criticises proposed ec oils tax london march a british minister said that a proposedeuropean community tax on vegetable oils and fats would raisethe price of fish and chips and he pledged the government wouldfight against it lord belstead a junior agriculture minister told thehouse of lords the tax would raise the price of raw materialsused in many processed foods by about pct he said revenue should not be raised by taxing the consumerand called the proposal repugnant reuter
0,belgian unemployment falls in february brussels march belgian unemployment based on thenumber of jobless drawing unemployment benefit fell to pct of the working population at the end of february from pct at the end of january the national statistics office said the rate compares with pct at the end of february the total number of jobless stood at compared with at the end of january and at the end offebruary the statistics office said reuter
1,okb issues mln canadian dlr bond london march oesterreichishce kontrollbank ag isissuing a mln canadian dlr eurobond due march atnine pct and priced at pct morgan guaranty ltd said asjoint bookrunner with ltcb international the bond is available in denominations of and dlrs and will be listed in luxembourg fees comprised pct selling concession with pctfor management and underwriting combined reuter
1,uk money market given mln stg early help london april the bank of england said it had providedthe money market with early assistance of mln stg inresponse to an early round of bill offers from the discounthouses this compares with the banks estimate that the systemwould face a shortage of around billion stg today the central bank made outright purchases of bank billscomprising mln stg in band one at pct mln stg inband two at pct and mln stg in band three at pct reuter
1,liffe february volumes down but eurodollars up london march total futures and options turnover on thelondon international financial futures exchange liffe fellslightly during february although daily average eurodollarvolume set a new record liffe said today total futures and options turnover last month was contracts down from januarys but sharply above thecomparative february figure of lots it said eurodollar turnover during february was lotsagainst januarys and the year ago figure of the daily average was a record lots up four pct from theprevious record set in march february trading encompassed a new daily record of contracts on the th of the month exceeding the previousrecord of which had been set on february liffe said ftse index futures volume was sharply higher duringfebruary with contracts trading against januarys and the yearago level of open interest also set new records last month ineurodollars at contracts in ftse at and inshort sterling interest rate futures at lots key futures volumes as detailed by liffe were feb jan feb long gilt eurodollar short sterling tbond ftse currencies short gilt key options volumes as detailed by liffe were feb jan feb long gilt eurodollar tbond sterling ftse total options long gilt tbond and ftse index options were not tradingin february reuter
0,national semi nsm unit steps up deliveries mountain view calif march national semiconductorcorps national advanced systems unit said it is acceleratingthe delivery schedule for the two most powerful models of itsasxl series mainframe processors because of growing customerdemand the company said the asxl and asxl which had beenscheduled for general availability in the third quarter willnow be available in the second quarter national advanced systems also announced a new cartridge tape subsystem which uses track compact tapecartridges reuter
0,unilevers un chesebrough offers to sell bass westport conn march chesebroughponds inc recentlyacquired by a unit of unilever nv said it is offering tosell its bass shoe division as a result of anongoing evaluation of the longterm direction of itsbusinesses the diversified maker of health and beauty aids said itacquired falmouth mainebased gh bass and co in whenthe company reported annual sales of mln dlrs bass is knownfor its highquality casual shoes chesebrough said basss sales exceeded mln dlrs reuter
1,britain gives famine relief aid to mozambique harare march britain has granted mozambique abouteight mln sterling for food aid and emergency relief for faminevictims the british high commission announced a high commission embassy statement said about tonnes of cereals worth six mln sterling would be shipped tomozambique and the first load of tonnes was due soon britain will give one mln sterling for other disasterrelief programs and mln sterling to relieve the plight ofmozambican refugees it added the statement said britain would also contribute mlnsterling to the un refugee agency unhcr for refugees inneighbouring countries and give sterling to reliefagencies for food transport and distribution in mozambique thebritish public has also raised more than one mln sterling reuter
1,unique export financing being arranged for mexico by marguerite nugent reuters london march a single purpose company italfundingltd has been created for the purpose of obtaining funds onthe international capital markets to refinance mln dlrs ofmexicos official debt to italy at very attractive ratesmorgan grenfell and co ltd said as lead manager and arranger the transaction will be accomplished by italfundingobtaining a mln dlr euronote facility in the market andthen using the proceeds to provide a loan for the same amountto mexico the loan will be pct guaranteed by sace theofficial italian export credit agency morgan grenfell has used special purpose vehicles in thepast to help refinance export credits for other indebtedcountries such as brazil and ecuador the brazil financing for example involved the use of afloating rate note this transaction makes use of anothersector of the capital markets that for shortterm notefacilities to finance a medium term credit the financing is being arranged in connection with abilateral agreement between mexico and sace earlier this yearto refinance mexicos official debt to italy the bilateral accord followed a multilateral reschedulingagreement reached last september of mexicos official debt tothe paris club of western creditor governments the paris club accord in turn was part of a broadbasedrescheduling package covering billion dlrs of mexicosforeign debt that package heralded as the first to incorporate allaspects of us treasury secretary james bakers plan to aidindebted countries included a billion dlr loan whichwas signed today in new york the new financing foritalfunding being syndicated among about five majorinternational banks will be a fully underwritten revolvingfacility with an average life of seven years and the facilitywill fund the loan all paris club agreements contain a generally acceptedoutline for a rescheduling but the specific terms must then benegotiated on a bilateral basis banking sources noted that the use of a specialpurposevehicle will provide mexico with particularly attractivefinancing at a rate of about to pct over the londoninterbank offered rate libor the cost of the new financing compares with a spread of pct on the loans in the new commercial bank package this is because the intermediary providing the funds inthis case italfunding can obtain its funds relatively cheaplyon the international markets at the same time the dealbenefits the banks which will still get a reasonable return onthe note facility which is pure italian risk the bankers noted that if the financing had been arrangedin italy the cost to mexico and the italian banks would havebeen higher since the italian banks would use a differentsource of funding reuter
1,opec president says output well below ceiling by judith matloff reuters london march opec conference president rilwanu lukmansaid the group was producing well below the mln bpdceiling it set in december partly because liftings had beendelayed or postponed by customers unwilling to pay fixed opecprices lukman during a brief visit to london on his way home fromjamaica told reuters in a telephone interview that infebruary opec had underproduced partly because members werestrictly abiding by production quotas and partly because theywere resisting the temptation to sell at discounts to officialprices of around dlrs a barrel we are determined to stand firm by the december accordhe said i have spoken to every other opec minister and theyare committed to making the accord work he said lukman gave no specific figures for february output hesaid the opec secretariat in vienna was finalizing thesefigures told of a reuters survey published today which estimatedthat opec output so far this week was below mln bpd hesaid that could well be correct opecs news agency opecna today issued a statement sayinggroup output was well below its ceiling in february but itgave no figures but one source close to opec indicated that february outputmay have been between and mln bpd the reuter survey estimated opec february output at around mln bpd opec agreed in december to cut output by pct to mln bpd and to return to fixed prices starting february lukman said qatar nigeria saudi arabia and iran had allproduced in february below their opec quotas iraq which saidit would not honour its mln bpd quota under the decemberpact had produced less than had been anticipated he said lukman said that some industry reports may be correct thatin february nigeria propuced bpd below its mln bpd quota saudi arabia bpd less than its mlnallocation and qatar to pct under its bpd quota he said that sweet crudes such as those produced by hiscountry were coming under price pressure because they werecurrently officially priced above sweet north sea grades andthe united states west texas intermediate wti crude however he said opec in december had anticipated thatdemand would be slack at this time of year for seasonal reasonsand expected the market to firm in two to three weeks we have to be patient for two or three weeks the market isnow firming on actual fundamentals he said adding that heexpected it to go up and up even beyond official prices afterearly april this is when traditionally there is more demandfor gasolinerich crudes such as nigerias the opec president said producers such as kuwait venezuelaand indonesia were having less problems with output thanproducers like his own country because they exported oilproducts also some of venezuelas heavy grades were outside the opecpricing system he said lukman said that if refinerbuyers now refusing to liftsome opec oil at official prices instead used their own stocksand ran them down to dangerous levels they would eventuallyhave to buy opec oil when they realise it is not a freeforall in the marketthey will realise they should buy now instead of paying morelater on he said lukman asked about industry reports that nigeria was beingpressured by equity producers for better terms said it wasimportant to know that terms with them were negotiableflexible and under constant review not only when the marketseemed weak he said that so far no meeting of the sevennationministerial differentials committee had been scheduled and thatsuch a meeting now twicepostponed was not a high priorityfor opec at the moment at this time we have to get our priorities right he saidthe most important thing now is ensuring that the accord isworking not dealing with a differential of cents betweengrades but if any opec member raised concerns or objections overthe differential system a meeting would be called he said reuter
0,eia says distillate gas stocks off in week washington march distillate fuel stocks held inprimary storage fell by mln barrels in the week ended feb to mln barrels the energy information administrationeia said in its weekly petroleum status report the department ofenergy agency said gasoline stocks were off barrels inthe week to mln barrels and refinery crude oil stockswere up mln barrels to mln the eia said residual fuel stocks fell mln barrels to mln barrels and crude oil stocks in the strategicpetroleum reserve spr were up barrels to mln the total of all crude refined product and spr stocks wereunchanged at mln barrels it said reuter
1,quebecor issues mln dlr convertible bond london march quebecor inc pqba the canadianpublishing concern is issuing a mln dlr convertible bonddue may bearing an indicated coupon of to sixpct said merrill lynch capital markets as lead manager the issue will be priced to have a conversion premium of to pct with final terms to be set on monday april thecompanys stock last traded on the toronto stock exchange at the securities will be listed in luxembourg and areavailable in denominations of and dlrs fees include a one pct combined management and underwritingand a one pct selling concession reuter
1,colombia arranging two cofinancings for projects london april colombia is in the process of arrangingtwo cofinancings for projects in the electrical sectordirector of public credit mauricio cabrera said he told journalists he expects an mln dlr loan to becofinanced by the interamerican development bank iadb to becompleted by the middle of next month he also said talks have just concluded with the world bankon a mln dlr cofinancing and that discussions with thebankers will begin later this month cabrera was here for the signing yesterday of a mln dlrfloating rate note the floating rate note was the first such issue forcolombia which has had limited access to the internationalcapital markets since the eruption of the international debtcrisis in despite its ability to avoid a rescheduling the iadb cofinancing is for interconexion electrica saisa a public electricity utility the loan is for yearswith four years grace interest will be at pct during thegrace period after which the margin will rise to pctcabrera said there is also a front end fee of one pct the cost of the project totals mln dlrs of which isawill contribute about mln and the iadb mln he added fuji bank ltd and samuel montagu and co ltd are arrangingthe commercial bank portion of the financing cabrera notedthat only about pct of the loan will be drawn this year he said the world bank cofinancing is likely to come tothe market no earlier than june it is part of an overallfinancing for various projects in the electrical sector thatwill take four years and cost about mln dlrs a year of the total cost he expects the world bank and the iadbto contribute about mln dlrs with the exportimport bankof japan lending between and mln the balance will comefrom commercial banks cabrera said that colombia also plans one other issue inthe international capital markets this year the country expected to launch up to mln dlrs infloating rate notes but the market has virtually disappearedin the past few months as supply outstripped demand and thenumber of market makers contracted sharply cabrera said he is now considering several optionsincluding a fixed rate eurobond and an issue in japan lastyear colombia arranged a private placement in japan for theequivalent of about mln dlrs although it prefers a publicissue colombia would place any financing in japan privately bankers noted that the floating rate note signed yesterdaywhich was for seven years with four years grace and paid pct over libor was basically a disguised loan cabrera said that as of december colombia had billion dlrs of public sector foreign debt and billion dlrsof private sector debt of its planned total borrowings this year of two billiondlrs he said that about billion had been arranged beforethe end of and that most of the borrowings in will bedrawn in future years reuter
1,cargill uk strike talks to resume this afternoon london march talks between cargill uk ltdsmanagement and unions aimed at ending the prolonged strike atits seaforth oilseed processing plant will resume thisafternoon a company spokesman said yesterdays session failed to reach a compromise but someprogress was made he said reuter
1,finance ministers agree on need for stability washington april finance ministers from seven majorindustrialized nations agreed on the need to stabilizecurrencies at current levels but said more action was needed toreduce trade imbalances and sustain economic growth in a communique issued after a fourhour meeting at theus treasury that ended last night the ministers said thevalue of the dollar and other currencies was basically correctnow and they welcomed new measures planned by the japanese toboost their economy west german finance minister gerhard stoltenberg called ita good meeting and in brief remarks exchanged with reportersother ministers seemed pleased with its outcome shortly after the communique was issued and just as foreignexchange trading opened in tokyo the bank of japan intervenedagain to prevent the yen rising too quickly the communique said the ministers and governors reaffirmedthe commitment to the cooperative approach agreed at the recentparis meeting they agreed however that further actions willbe essential to resist rising protectionist pressures sustainglobal economic expansion and reduce trade imbalances it welcomed the plans set this week by the japans rulingliberal democratic party to stimulate its economy with what thecommunique termed extraordinary and urgent measures includingan unprecedented frontend loading of public worksexpenditures the meeting of the socalled group of seven broughttogether ministers and central bank governors of the sevenmajor industrial democracies the united states japan westgermany france britain italy and canada the communique said the ministers reaffirmed the commitmenton cooperation reached in a meeting on february in pariswhen they had agreed to stabilize foreign exchange rates at thethencurrent levels in the weeks that followed the dollar continued to fallagainst the japanese yen despite massive dollar purchases bythe bank of japan and other central banks and is now trading ataround postwar lows japan has come under growing criticism from both the unitedstates and european countries for its only modest efforts toopen its markets to outside competition and to reduce itsexports the communique said japan affirmed its intention to opendomestic markets to foreign goods and services but did notelaborate it said the officials reaffirmed the view that aroundcurrent levels their currencies are within ranges broadlyconsistent with economic fundamentals and the basic policyintentions outlined at the louvre meeting reuter
1,toronto dominion unit issues australian dlr bond london april toronto dominion bank nassau branch isissuing a mln australian dlr eurobond due may paying pct and priced at pct lead managerhambros bank ltd said the noncallable bond is available in denominations of australian dlrs and will be listed in london the sellingconcession is one pct while management and underwritingcombined will pay pct the payment date is may reuter
0,hrs ihirf reducing stake in hal roach hrsi toronto march international hrs industries inc saidit would reduce its stake in hal roach studios inc to pctfrom pct in return for mln us dlrs from qintex incsqintex america media ltd unit hrs said that under the deals first stage closng march it would sell qintex hal roach shares at seven usdlrs a share each for a total of mln dlrs and roach willrepay hrs mln us dlrs of advances qintex will also complete the mln us dlr buy of mln roach treasury shares at seven dlrs each and provide roachwith mln us dlrs of financing for expansion hrs said hrs said that the agreement also provided for a secondstage over one year in which it had a put option exercisable one year from closing to sell qintex all or part of its two mlnroach shares for us dlrs a share it said qintex had a day call option exerciseable ninemonths from closing to buy from hrs all or part of one mlnroach shares at the greater of dlrs each or the averageroach share price for three months before exercise date qintex will also acquire another mln roach treasuryshares at seven dlrs a share months after closng for another mln dlrs hrs said reuter
0,gulf arab finance ministers to meet in abu dhabi abu dhabi march economy and finance ministers of thegulf cooperation council gcc states will meet in abu dhabi onmarch and to discuss their unified economic agreementofficials said the semiofficial united arab emirates uae dailyalittihad said they would discuss two clauses effective frommarch opening up wholesale trade and industrial loans in gccstates to all gcc citizens the six states bahrain kuwait oman qatar saudi arabiaand the uae agreed in to integrate their economies andeliminate barriers to the movement of people and goods reuter
