"hotel";"date";"price"
"Courtyard";"2018-09-01";100
"Courtyard";"2018-09-02";105
"Courtyard";"2018-09-03";145
"Courtyard";"2018-09-04";130
"Courtyard";"2018-09-05";150
"Courtyard";"2018-09-06";120
"Courtyard";"2018-09-07";125
"Courtyard";"2018-09-08";130
"Courtyard";"2018-09-09";135
"Courtyard";"2018-09-10";130
"Courtyard";"2018-09-13";145
"Courtyard";"2018-09-14";140
"Courtyard";"2018-09-15";135
"Courtyard";"2018-09-16";135
"Courtyard";"2018-09-17";160
"Courtyard";"2018-09-18";170
"Courtyard";"2018-09-19";195
"Courtyard";"2018-09-20";140
"Courtyard";"2018-09-22";120
"Courtyard";"2018-09-23";110
"Courtyard";"2018-09-24";170
"Courtyard";"2018-09-25";160
"Courtyard";"2018-09-26";165
"Courtyard";"2018-09-27";130
"Courtyard";"2018-09-28";110
"Courtyard";"2018-09-30";100
"Courtyard";"2018-10-01";145
"Courtyard";"2018-10-02";165
"Courtyard";"2018-10-03";165
"Courtyard";"2018-10-05";180
"Courtyard";"2018-10-06";140
"Courtyard";"2018-10-07";130
"Courtyard";"2018-10-08";165
"Courtyard";"2018-10-09";215
"Courtyard";"2018-10-11";185
"Courtyard";"2018-10-12";165
"Courtyard";"2018-10-13";130
"Courtyard";"2018-10-14";110
"Courtyard";"2018-10-15";130
"Courtyard";"2018-10-17";150
"Courtyard";"2018-10-19";85
"Courtyard";"2018-10-20";100
"Courtyard";"2018-10-21";100
"Courtyard";"2018-10-22";105
"Courtyard";"2018-10-23";155
"Courtyard";"2018-10-24";120
"Courtyard";"2018-10-25";105
"Courtyard";"2018-10-26";105
"Courtyard";"2018-10-27";90
"Courtyard";"2018-10-28";80
"Courtyard";"2018-10-29";105
"Courtyard";"2018-10-30";95
"Courtyard";"2018-10-31";110
"Courtyard";"2018-11-01";95
"Courtyard";"2018-11-02";95
"Courtyard";"2018-11-03";85
"Courtyard";"2018-11-04";100
"Courtyard";"2018-11-05";135
"Courtyard";"2018-11-06";135
"Courtyard";"2018-11-07";135
"Courtyard";"2018-11-08";80
"Courtyard";"2018-11-09";80
"Courtyard";"2018-11-11";90
"Courtyard";"2018-11-13";150
"Courtyard";"2018-11-14";135
"Courtyard";"2018-11-15";110
"Courtyard";"2018-11-16";80
"Courtyard";"2018-11-17";70
"Courtyard";"2018-11-18";75
"Courtyard";"2018-11-19";80
"Courtyard";"2018-11-20";115
"Courtyard";"2018-11-21";130
"Courtyard";"2018-11-22";75
"Courtyard";"2018-11-23";75
"Courtyard";"2018-11-24";70
"Courtyard";"2018-11-25";80
"Courtyard";"2018-11-26";80
"Courtyard";"2018-11-27";95
"Courtyard";"2018-11-28";120
"Courtyard";"2018-11-29";80
"Courtyard";"2018-11-30";90
"Courtyard";"2018-12-01";75
"Courtyard";"2018-12-02";95
"Courtyard";"2018-12-03";95
"Courtyard";"2018-12-04";110
"Courtyard";"2018-12-05";190
"Courtyard";"2018-12-06";105
"Courtyard";"2018-12-07";85
"Courtyard";"2018-12-08";75
"Courtyard";"2018-12-09";75
"Courtyard";"2018-12-10";85
"Courtyard";"2018-12-11";140
"Courtyard";"2018-12-12";120
"Courtyard";"2018-12-13";115
"Courtyard";"2018-12-14";75
"Courtyard";"2018-12-15";80
"Courtyard";"2018-12-16";75
"Courtyard";"2018-12-17";75
"Courtyard";"2018-12-18";80
"Courtyard";"2018-12-19";90
"Courtyard";"2018-12-21";225
"Courtyard";"2018-12-22";135
"Courtyard";"2018-12-23";90
"Courtyard";"2018-12-24";70
"Courtyard";"2018-12-25";70
"Courtyard";"2018-12-26";85
"Courtyard";"2018-12-27";90
"Courtyard";"2018-12-28";105
"Courtyard";"2018-12-29";110
"Courtyard";"2018-12-30";85
"Courtyard";"2018-12-31";80
"Courtyard";"2019-01-01";70
"Courtyard";"2019-01-02";80
"Courtyard";"2019-01-03";75
"Courtyard";"2019-01-04";95
"Courtyard";"2019-01-05";80
"Courtyard";"2019-01-06";75
"Courtyard";"2019-01-07";80
"Courtyard";"2019-01-08";95
"Courtyard";"2019-01-09";100
"Courtyard";"2019-01-10";95
"Courtyard";"2019-01-11";75
"Courtyard";"2019-01-12";80
"Courtyard";"2019-01-13";75
"Courtyard";"2019-01-14";75
"Courtyard";"2019-01-15";110
"Courtyard";"2019-01-16";110
"Courtyard";"2019-01-17";85
"Courtyard";"2019-01-18";75
"Courtyard";"2019-01-19";75
"Courtyard";"2019-01-20";75
"Courtyard";"2019-01-21";75
"Courtyard";"2019-01-22";80
"Courtyard";"2019-01-23";85
"Courtyard";"2019-01-24";85
"Courtyard";"2019-01-25";90
"Courtyard";"2019-01-26";75
"Courtyard";"2019-01-27";75
"Courtyard";"2019-01-28";80
"Courtyard";"2019-01-29";90
"Courtyard";"2019-01-30";90
"Courtyard";"2019-01-31";145
"Courtyard";"2019-02-01";90
"Courtyard";"2019-02-03";75
"Courtyard";"2019-02-04";100
"Courtyard";"2019-02-05";130
"Courtyard";"2019-02-06";165
"Courtyard";"2019-02-07";120
"Courtyard";"2019-02-08";75
"Courtyard";"2019-02-09";75
"Courtyard";"2019-02-10";90
"Courtyard";"2019-02-12";90
"Courtyard";"2019-02-13";125
"Courtyard";"2019-02-14";90
"Courtyard";"2019-02-15";90
"Courtyard";"2019-02-16";75
"Courtyard";"2019-02-17";95
"Courtyard";"2019-02-18";120
"Courtyard";"2019-02-19";95
"Courtyard";"2019-02-20";140
"Courtyard";"2019-02-21";80
"Courtyard";"2019-02-22";80
"Courtyard";"2019-02-23";75
"Courtyard";"2019-02-24";75
"Courtyard";"2019-02-25";110
"Courtyard";"2019-02-26";95
"Courtyard";"2019-02-27";100
"Courtyard";"2019-02-28";80
"Courtyard";"2019-03-01";75
"Courtyard";"2019-03-02";75
"Courtyard";"2019-03-03";75
"Courtyard";"2019-03-04";85
"Courtyard";"2019-03-05";140
"Courtyard";"2019-03-06";120
"Courtyard";"2019-03-07";115
"Courtyard";"2019-03-08";100
"Courtyard";"2019-03-09";90
"Courtyard";"2019-03-12";120
"Courtyard";"2019-03-13";135
"Courtyard";"2019-03-14";100
"Courtyard";"2019-03-15";120
"Courtyard";"2019-03-16";110
"Courtyard";"2019-03-17";105
"Courtyard";"2019-03-18";130
"Courtyard";"2019-03-19";120
"Courtyard";"2019-03-20";150
"Courtyard";"2019-03-21";160
"Courtyard";"2019-03-23";85
"Courtyard";"2019-03-24";85
"Courtyard";"2019-03-25";125
"Courtyard";"2019-03-26";135
"Courtyard";"2019-03-27";140
"Courtyard";"2019-03-28";115
"Courtyard";"2019-03-29";80
"Courtyard";"2019-03-30";80
"Courtyard";"2019-03-31";80
"Courtyard";"2019-04-01";80
"Courtyard";"2019-04-02";80
"Courtyard";"2019-04-03";100
"Courtyard";"2019-04-04";80
"Courtyard";"2019-04-05";75
"Courtyard";"2019-04-06";80
"Courtyard";"2019-04-07";75
"Courtyard";"2019-04-08";85
"Courtyard";"2019-04-09";95
"Courtyard";"2019-04-10";100
"Courtyard";"2019-04-11";80
"Courtyard";"2019-04-12";80
"Courtyard";"2019-04-13";80
"Courtyard";"2019-04-14";80
"Courtyard";"2019-04-15";80
"Courtyard";"2019-04-16";100
"Courtyard";"2019-04-17";90
"Courtyard";"2019-04-18";75
"Courtyard";"2019-04-19";75
"Courtyard";"2019-04-20";75
"Courtyard";"2019-04-21";75
"Courtyard";"2019-04-22";75
"Courtyard";"2019-04-23";105
"Courtyard";"2019-04-24";125
"Courtyard";"2019-04-25";75
"Courtyard";"2019-04-26";75
"Courtyard";"2019-04-27";75
"Courtyard";"2019-04-28";75
"Courtyard";"2019-04-29";80
"Courtyard";"2019-04-30";135
"Courtyard";"2019-05-01";130
"Courtyard";"2019-05-02";90
"Courtyard";"2019-05-03";100
"Courtyard";"2019-05-04";90
"Courtyard";"2019-05-05";85
"Courtyard";"2019-05-06";85
"Courtyard";"2019-05-07";145
"Courtyard";"2019-05-08";140
"Courtyard";"2019-05-09";90
"Courtyard";"2019-05-10";100
"Courtyard";"2019-05-11";100
"Courtyard";"2019-05-12";105
"Courtyard";"2019-05-14";270
"Courtyard";"2019-05-15";140
"Courtyard";"2019-05-16";120
"Courtyard";"2019-05-17";100
"Courtyard";"2019-05-18";95
"Courtyard";"2019-05-19";95
"Courtyard";"2019-05-20";125
"Courtyard";"2019-05-21";200
"Courtyard";"2019-05-22";190
"Courtyard";"2019-05-23";140
"Courtyard";"2019-05-24";95
"Courtyard";"2019-05-25";100
"Courtyard";"2019-05-26";95
"Courtyard";"2019-05-27";100
"Courtyard";"2019-05-28";120
"Courtyard";"2019-05-29";105
"Courtyard";"2019-05-30";115
"Courtyard";"2019-05-31";125
"Courtyard";"2019-06-01";145
"Courtyard";"2019-06-02";105
"Courtyard";"2019-06-03";155
"Courtyard";"2019-06-04";165
"Courtyard";"2019-06-05";160
"Courtyard";"2019-06-06";145
"Courtyard";"2019-06-07";95
"Courtyard";"2019-06-08";105
"Courtyard";"2019-06-09";105
"Courtyard";"2019-06-12";190
"Courtyard";"2019-06-13";130
"Courtyard";"2019-06-14";115
"Courtyard";"2019-06-15";100
"Courtyard";"2019-06-16";105
"Courtyard";"2019-06-17";125
"Courtyard";"2019-06-18";190
"Courtyard";"2019-06-19";310
"Courtyard";"2019-06-20";140
"Courtyard";"2019-06-21";155
"Courtyard";"2019-06-22";140
"Courtyard";"2019-06-23";100
"Courtyard";"2019-06-24";155
"Courtyard";"2019-06-25";200
"Courtyard";"2019-06-27";100
"Courtyard";"2019-06-28";135
"Courtyard";"2019-06-29";140
"Courtyard";"2019-06-30";100
"Courtyard";"2019-07-01";120
"Courtyard";"2019-07-02";140
"Courtyard";"2019-07-03";170
"Courtyard";"2019-07-04";115
"Courtyard";"2019-07-05";120
"Courtyard";"2019-07-06";145
"Courtyard";"2019-07-07";95
"Courtyard";"2019-07-08";130
"Courtyard";"2019-07-09";170
"Courtyard";"2019-07-10";140
"Courtyard";"2019-07-11";200
"Courtyard";"2019-07-12";100
"Courtyard";"2019-07-13";90
"Courtyard";"2019-07-14";80
"Courtyard";"2019-07-15";100
"Courtyard";"2019-07-16";150
"Courtyard";"2019-07-17";130
"Courtyard";"2019-07-18";90
"Courtyard";"2019-07-19";85
"Courtyard";"2019-07-20";80
"Courtyard";"2019-07-21";80
"Courtyard";"2019-07-22";120
"Courtyard";"2019-07-23";120
"Courtyard";"2019-07-24";120
"Courtyard";"2019-07-25";85
